# EFIGI_SDSS.txt version 1.6.2 :
#
#        This file contains the PGC name, 
#        the unique SDSS photometric identifier and SDSS spectroscopic identifier,
#        the SDSS redshift, uncertainty and confidence level,
#	 for the 4458 galaxies of the EFIGI catalogue
#
# Table provided from http://efigi.org 
#
# Any use of these data must reference :
#  Baillard, B., Bertin, E., de Lapparent, V., et al. 2011, A&A, 532, A74
#
# Comments on table content should be sent to the EFIGI user forum: http://efigi.org/forum
# or to Valerie de Lapparent (lapparen at iap.fr) and Emmanuel Bertin (bertin at iap.fr)
#
###########################################################################################################################
#
# Description  
#--------------
#
#      PGC_name	     PGC name		
#      objID	     Unique SDSS photometric identifier composed from skyVersion, rerun, run, camcol, field, obj
#      specObjID     Unique SDSS spectroscopic identifier
#      z  	     Redshift 
#      zErr  	     Uncertainty in redshift 
#      zConf         Confidence level in redshift 
#
# Notes  
#-------
#
#    Objects are ordered with increasing PGC number
#    Undefined values of SDSS photometric and spectroscopic identifiers are listed as "none"
#    Undefined values of z, zErr and zConf are listed as -99.99
#    
###########################################################################################################################
#
# PGC_name       objId            SpecObjId             z         zErr         zConf
PGC0051978 587733410447491082 294930788590288896    0.007027   0.0001578      0.9997
PGC0052006 587729972324270201 258900599939006464     0.01376   7.029e-06       0.946
PGC0052010 588017978367934481 463254709432483840     0.03431   0.0001259      0.9872
PGC0052011 587726100948648105 165167775113805824     0.02957   0.0001021      0.9963
PGC0052016 587730023327924410        none             -99.99      -99.99      -99.99
PGC0052018 587729159513571471 164886318122270720    0.005317   8.719e-05           1
PGC0052023 587729158439895087 164886316134170624     0.02817    0.000157      0.9992
PGC0052027 588017979978416210 463254710552363008      0.0345   0.0001591      0.9995
PGC0052042 587730021717377093        none             -99.99      -99.99      -99.99
PGC0052044 587739458834661496 600898998273835008      0.0315   0.0001763      0.9982
PGC0052051 588017605232099484 379936507131068416     0.02523   0.0001494      0.9996
PGC0052088 588017947216183491 389226546189041664     0.01032   0.0002566      0.7817
PGC0052091 588011125194555457        none             -99.99      -99.99      -99.99
PGC0052092 587726101485650113        none             -99.99      -99.99      -99.99
PGC0052107 587733397025652815 294930788351213568    0.007575    1.01e-05      0.9455
PGC0052114 587733397025652764 294930788384768000     0.03652    0.001526      0.9977
PGC0052115 588017627776876609 379936507357560832       0.019   0.0001643      0.9997
PGC0052116 587733427622772776        none             -99.99      -99.99      -99.99
PGC0052131 587729158440091766        none             -99.99      -99.99      -99.99
PGC0052132 587736523764334706 514766056259059712      0.0289   0.0001551      0.9995
PGC0052137 587739827666419904 601460305670701056     0.02096   0.0001565      0.9995
PGC0052141 587736523764400464 514766056208728064    0.005093   0.0001773      0.5188
PGC0052142 588011123047596126        none             -99.99      -99.99      -99.99
PGC0052153 587739809415364793 601460305410654208     0.02975   9.105e-05      0.9848
PGC0052154 587733409910947847        none             -99.99      -99.99      -99.99
PGC0052159 587736916215005274 481552010122887168    0.004991   4.916e-05      0.9987
PGC0052160 587736584966111370 389226545941577728     0.01427   0.0001669      0.9993
PGC0052167 587736809380118565 481552009955115008    0.005968   0.0001193      0.6874
PGC0052171 587739719763558489 601180260733550592     0.03611   0.0001027      0.9988
PGC0052173 588848899929735207        none             -99.99      -99.99      -99.99
PGC0052178 587726033876156635        none             -99.99      -99.99      -99.99
PGC0052179 587736584429305974 389226545958354944     0.01366   0.0001969      0.9982
PGC0052192 587739380987985959 602024385900969984     0.03465   0.0002015      0.9987
PGC0052194 587733397025718326 294930788330242048    0.007596   1.126e-05      0.9802
PGC0052199 587736523764465741 514766055898349568     0.02906   0.0002327      0.9957
PGC0052235 588298663047725135 393167182608990208     0.01824   0.0001627      0.9994
PGC0052247 587735489209958586 363047737073074176     0.01112   0.0001942      0.9919
PGC0052248 588017991769915620 510545645833027584       0.028   9.735e-05      0.9878
PGC0052251 588017603622076464 389226546516197376     0.01225    0.000104      0.9917
PGC0052254 587736477591928926 481270657796014080     0.03084   9.153e-05      0.9975
PGC0052263 587733409911079315 294930788359602176    0.007768   0.0002857      0.4626
PGC0052264 587739707948204093 602306380816187392     0.03279   0.0001069      0.9944
PGC0052266 587735695379005514 373743987665666048    0.007323   0.0001764      0.9993
PGC0052273 587726015623069713        none             -99.99      -99.99      -99.99
PGC0052291 587722982831095933        none             -99.99      -99.99      -99.99
PGC0052307 588017712052043782 471418737786880000    0.007531   0.0001711      0.9985
PGC0052315 588017627777204254 379936507596636160    0.009154   0.0001072      0.9498
PGC0052328 587733412595040281        none             -99.99      -99.99      -99.99
PGC0052338 587739459371991131 601744840123744256     0.04533    0.000183       0.999
PGC0052340 588017114518847571 393167182168588288       0.019   0.0001752       0.999
PGC0052343 587739407868756213 602024386781773824     0.01239   9.957e-05      0.9974
PGC0052344 587735664771399812 373743987132989440    0.007376   0.0001863      0.9956
PGC0052349 587739408405626899        none             -99.99      -99.99      -99.99
PGC0052356 587726033876549691        none             -99.99      -99.99      -99.99
PGC0052359 588017603622273171 380217933936197632     0.01283   0.0002445      0.9385
PGC0052364 587733603183624372 327300130644426752    0.007153   0.0001655       0.916
PGC0052365 587730021717966911        none             -99.99      -99.99      -99.99
PGC0052379 587725816420433981 171080232340553728     0.02232   0.0001072      0.9976
PGC0052383 587739719763951727 602306380212207616     0.01492   0.0001209       0.976
PGC0052390 587739811026305028 602587770279428096     0.01507   9.967e-05      0.8582
PGC0052395 587722982294421642        none             -99.99      -99.99      -99.99
PGC0052396 588017116666134569        none             -99.99      -99.99      -99.99
PGC0052412 587722982831358018        none             -99.99      -99.99      -99.99
PGC0052416 587739706874855517 602306380157681664      0.0379   0.0001889      0.9987
PGC0052421 587730022791839921        none             -99.99      -99.99      -99.99
PGC0052424 587736940910084114 463537585134764032    0.004982   7.052e-06       0.946
PGC0052429 587736962385772596 518706693010358272     0.02259   0.0001633      0.9995
PGC0052433 587729158440681536 165449262413381632     0.02666   0.0001685      0.9995
PGC0052438 588017604159209500 380217933709705216     0.01257   0.0001003      0.9433
PGC0052441 587729158440681532 165449262421770240     0.02737    0.000207      0.9989
PGC0052453 587729157903810836 165167773645799424     0.02661   0.0001731      0.9989
PGC0052455 587722982831423612        none             -99.99      -99.99      -99.99
PGC0052456 587726032803004470        none             -99.99      -99.99      -99.99
PGC0052466 587728917912092931 171360472979734528    0.007717   1.991e-05      0.6291
PGC0052476 587732483834183717 363047737568002048     0.01091   8.761e-05      0.9993
PGC0052478 588017626167115868 380217933638402048     0.01567   0.0001946      0.9964
PGC0052488 587736546309046366 514766055470530560     0.01531    0.000118      0.9709
PGC0052491 587729777983750466 258900601214074880    0.006319   0.0002516      0.7439
PGC0052495 588848901004132409 86634711262167040    0.006403   0.0002196       0.894
PGC0052499 588017991770439917        none             -99.99      -99.99      -99.99
PGC0052500 587729778520621234        none             -99.99      -99.99      -99.99
PGC0052504 587736808307097887 482115074824077312      0.0288   0.0001707      0.9979
PGC0052527 587739809952890951        none             -99.99      -99.99      -99.99
PGC0052531 588298663584989268        none             -99.99      -99.99      -99.99
PGC0052532 587729159514620166 165449263088664576     0.02726   0.0001569      0.9995
PGC0052535 587739379914965160 602868841025896448     0.01251   0.0001732       0.998
PGC0052550 587722982831620208 86634708883996672    0.005649   1.333e-05      0.9448
PGC0052558 588848901004198093        none             -99.99      -99.99      -99.99
PGC0052602 587736479203131468        none             -99.99      -99.99      -99.99
PGC0052607 587733603183951999 327581610624942080     0.01092   9.963e-05      0.9965
PGC0052608 588298663048380602 393167181866598400     0.03355    0.000152      0.9996
PGC0052614 587726032266461264 151094028983599104    0.005823   0.0001624      0.9994
PGC0052625 588017991233831010 510545644717342720     0.02775   0.0001933      0.9967
PGC0052641 587726032266526801 151094029063290880      0.0052   0.0001112      0.9912
PGC0052654        none               none             -99.99      -99.99      -99.99
PGC0052665 587726015086985278        none             -99.99      -99.99      -99.99
PGC0052686 588017604696408086        none             -99.99      -99.99      -99.99
PGC0052689 587736542020960271 510829920872562688        1.06    0.001702      0.2431
PGC0052702 587736962923036995 518706692326686720    0.003947    0.000227      0.8928
PGC0052712 587736964533518463 518706694436421632     0.02839   0.0001603      0.9994
PGC0052713 587735694842920971 374025484255625216     0.01339   9.621e-05      0.9575
PGC0052732 587733604794433624 327581611216338944     0.03866   0.0001838      0.9989
PGC0052735 587722982832013381 86916180228440064    0.005881   0.0001028           1
PGC0052741 587736941984284675 463537585877155840    0.005755   9.837e-05           1
PGC0052743 587739133495214145 518706694591610880      0.0291   0.0002279      0.9987
PGC0052752 587726031729917983 151375517440802816     0.02749   0.0001934      0.9991
PGC0052754 587736940910674005 463537584409149440     0.03047   0.0002017      0.9984
PGC0052766 587736809381298321 482115076485021696     0.03042   0.0001528      0.9997
PGC0052781 587736915142574202 482677982368890880     0.03122      0.0002      0.9953
PGC0052788 587736915142574258 482115074241069056     0.02925     0.00022      0.9987
PGC0052795 587739720838414461 603433595440201728     0.01467   1.036e-05      0.9629
PGC0052826 588848899394175112 86916180131971072     0.03447   0.0001995      0.9835
PGC0052877 587736583893745721 389508025464913920     0.02945   0.0001833      0.9987
PGC0052883 587736807771013295        none             -99.99      -99.99      -99.99
PGC0052901 587733412595892281 294930789705973760     0.03051    0.000143      0.9998
PGC0052908 587732482224488494 363329211936538624      0.0183   0.0001961      0.9836
PGC0052912 587739827667861602 603713291235098624     0.02119   0.0001622      0.9997
PGC0052920 588017604696735912 380217933013450752     0.01464   0.0001795      0.9855
PGC0052921 587739407869804673 602868841814425600     0.03032   0.0001703      0.9982
PGC0052924 587725818568048689 171643057337270272     0.04157   8.933e-05      0.9996
PGC0052942 587733397026832425 295212276200243200     0.02581   0.0001831      0.9989
PGC0052949 587739706339033220 603433593938640896     0.01764   0.0001019      0.9249
PGC0052952 588007005795319822 171360474191888384    0.007777   0.0001388      0.9124
PGC0052979 588017704022507833 482397822365204480     0.04191   0.0001721      0.9984
PGC0052986 587739629557973138 603996665132613632      0.0309   9.746e-05      0.9991
PGC0052998 587729971252429078 259182084772331520     0.02619    0.000111      0.9726
PGC0053000 587733429234237557 327581611623186432     0.03759   0.0002132      0.9984
PGC0053010 587739459373236228 603152224314458112     0.02997    0.001266      0.9823
PGC0053043 587728918449487974 171923316058095616    0.007224   0.0001879      0.9971
PGC0053067 588298663049035879 393448687457533952     0.01628   0.0001941      0.9992
PGC0053073 587732483835035756        none             -99.99      -99.99      -99.99
PGC0053083 587735490821619794        none             -99.99      -99.99      -99.99
PGC0053089 587729776911122575 259463425027997696     0.00651   9.533e-05       0.996
PGC0053094 587729160052539411 165730819623616512      0.0464   0.0001039      0.9966
PGC0053178 587729158442057733 165730818726035456    0.005233   7.751e-05           1
PGC0053201 587726101487681586        none             -99.99      -99.99      -99.99
PGC0053217 587735697527341088        none             -99.99      -99.99      -99.99
PGC0053231 587726100950876200 165730818516320256    0.005311   0.0001145      0.9998
PGC0053247 587726100950876278        none             -99.99      -99.99      -99.99
PGC0053260 587729160052736036        none             -99.99      -99.99      -99.99
PGC0053265 587735489748271166        none             -99.99      -99.99      -99.99
PGC0053268 587726102024618176 165730819917217792     0.02806   0.0001516      0.9996
PGC0053278 587729778521997393 259463425699086336     0.02318    9.56e-05      0.9479
PGC0053307 587739707413168296        none             -99.99      -99.99      -99.99
PGC0053313 587739457763213424 603996664419581952     0.04802    0.000162      0.9996
PGC0053317 587739131885715576 518989520348119040    0.005703   0.0002493      0.6379
PGC0053332 587732484372103324 363329212972531712     0.01864   0.0001629      0.9994
PGC0053335 587733411522871451 295212277143961600     0.01146   9.561e-05       0.858
PGC0053350 588017604160585801 380499425652375552     0.03018   0.0001344      0.9837
PGC0053376 587739721376137357        none             -99.99      -99.99      -99.99
PGC0053379 587736808845475892 483242246796214272     0.03171   0.0002209      0.9987
PGC0053383 587729971789889831 259463425963327488    0.006211   0.0002319      0.9282
PGC0053387 588018253751713803 471980327460405248     0.03623   0.0001048      0.9965
PGC0053408 587735695380578340        none             -99.99      -99.99      -99.99
PGC0053411 587736477594026031 482962424807292928     0.02867   0.0001704      0.9985
PGC0053414 587739131349041267        none             -99.99      -99.99      -99.99
PGC0053418 587736477594026067 482962424635326464     0.02911   0.0001913      0.9991
PGC0053419 587736477594026225        none             -99.99      -99.99      -99.99
PGC0053424 588017702949552181 482962424647909376     0.02822   8.519e-05      0.9992
PGC0053428 588017627778908257 380499427099410432     0.02894    0.000182      0.9994
PGC0053437 587735695380578421 374306877518905344     0.01341    0.001075      0.9999
PGC0053441 587733412059807861 295212277299150848     0.03544   0.0001878      0.9948
PGC0053442 587733427624476706 327863107047129088     0.02614    0.000192      0.9989
PGC0053463 587736975269560331        none             -99.99      -99.99      -99.99
PGC0053470 587736547384492122 515615004355985408      0.0215   0.0001503      0.9996
PGC0053476 587733429234827399 327863107734994944     0.01072    0.000173       0.997
PGC0053486 587728918986752006 171923316586577920    0.007838   0.0002127       0.975
PGC0053499 587729778522456084        none             -99.99      -99.99      -99.99
PGC0053508 588018055653228553 471980326239862784     0.03616   9.256e-05      0.9993
PGC0053510 587735489211924511        none             -99.99      -99.99      -99.99
PGC0053511 587733605332156468        none             -99.99      -99.99      -99.99
PGC0053530 587735665309712468        none             -99.99      -99.99      -99.99
PGC0053556 587739631706177554 603996666214744064     0.02224   9.641e-05       0.999
PGC0053557 588017978907361522 464099130961035264    0.008781   0.0001947      0.9884
PGC0053561 587735695380775162 374306877325967360     0.02671   0.0002029       0.969
PGC0053563 587739379916734655 603996666365739008     0.03215   9.261e-05      0.9867
PGC0053578 587726015088623663 151657003003936768      0.0045   7.288e-05           1
PGC0053597 587726032268296374        none             -99.99      -99.99      -99.99
PGC0053616 587735695917646188        none             -99.99      -99.99      -99.99
PGC0053622 587733412060069949 295493816280940544    0.008581   0.0001083      0.9449
PGC0053631 587736915680952356 483242245810552832     0.03171   0.0001745       0.999
PGC0053643 587726015088754810        none             -99.99      -99.99      -99.99
PGC0053644 587733428161544213        none             -99.99      -99.99      -99.99
PGC0053653 587726032268361917 151938424574574592     0.03518    9.74e-05      0.9997
PGC0053657 587733412060135596 295493816238997504     0.00853   0.0001129      0.9866
PGC0053674 587733399175036931 295493816264163328     0.02826   9.521e-05      0.9989
PGC0053675 587730021720457340 515615003869446144     0.03546   0.0001803      0.9928
PGC0053676 587739630632828953        none             -99.99      -99.99      -99.99
PGC0053681 587735490285797449 363610691652812800     0.01655   9.428e-05      0.9765
PGC0053683 587726015088820493        none             -99.99      -99.99      -99.99
PGC0053696 587736546311274638 515615003542290432      0.0365   0.0001904      0.9993
PGC0053699 587735664773300283 374306876935897088     0.02668    0.000174      0.9987
PGC0053709 587739720303181999 605965538023178240     0.01892   0.0001032      0.9975
PGC0053737 587739380990738493        none             -99.99      -99.99      -99.99
PGC0053744 587735490285928619 363610691875110912     0.01734   9.507e-05      0.9732
PGC0053749 587739719766507588 605405320885305344     0.03852   0.0001917      0.9986
PGC0053758 587735490285928661 363610691820584960     0.01689   9.806e-05      0.9975
PGC0053763 587733604795809941 327863106287960064     0.01914   0.0001694      0.9989
PGC0053770 587726031731818571 87480539996487680        -100        -100      -99.99
PGC0053802 588848898859139309        none             -99.99      -99.99      -99.99
PGC0053803 587739380990869514 606531344494755840     0.03349    0.000199      0.9978
PGC0053812 588017627779694639 380781026588229632     0.03591   0.0001911      0.9978
PGC0053838 588017991772995768        none             -99.99      -99.99      -99.99
PGC0053844 587733427088392299 328144706733080576     0.01193   9.765e-05      0.9604
PGC0053857 587729160053981201 166012338233671680     0.03503   0.0001616      0.9994
PGC0053862 587726015626084384        none             -99.99      -99.99      -99.99
PGC0053865 587726032268820559        none             -99.99      -99.99      -99.99
PGC0053869 588017702413664275 483523961586450432     0.02775   9.282e-05      0.9995
PGC0053876 587736940375834851 464099129845350400     0.03355   0.0001046      0.9941
PGC0053888 587722982297305365 87760618475487232     0.03554   0.0001996      0.8832
PGC0053896 587732483836346531 363610692063854592     0.01687   0.0001076      0.7816
PGC0053901 587726032268886122        none             -99.99      -99.99      -99.99
PGC0053908 587739458838003746 605965538832678912     0.02217    0.000155      0.9997
PGC0053930 587726032268951636        none             -99.99      -99.99      -99.99
PGC0053932 587726032268951638 151938424058675200    0.005723   0.0002164      0.9975
PGC0053933 588011219140739084        none             -99.99      -99.99      -99.99
PGC0053936 587733428162003081        none             -99.99      -99.99      -99.99
PGC0053941 587726032805822503 151938426424262656    0.004205   6.585e-05           1
PGC0053943 587739707951284257 606809731255762944     0.01626   0.0001861      0.9989
PGC0053949 588011102639161460 223153036145459200    0.002758   7.851e-05           1
PGC0053951 587726101489123559        none             -99.99      -99.99      -99.99
PGC0053959 587742627453010094 774853354575626240     0.02282   0.0001087      0.9754
PGC0053967 588011103712706643 223153038506852352     0.02956   0.0001717      0.9993
PGC0053976 587739810492317805        none             -99.99      -99.99      -99.99
PGC0053979 587726032269017171 151938423928651776    0.008524   0.0001713      0.9993
PGC0054013 587726016163217490        none             -99.99      -99.99      -99.99
PGC0054018 588011102102552648 223434585751420928     0.01051   0.0001619      0.9995
PGC0054039 587726014552670282 152219809608630272     0.03542   0.0001693      0.9987
PGC0054084 587739631170355229 606531343584591872    0.004677   0.0009648      0.9595
PGC0054095 587733604796203068 328144707244785664      0.0117   8.861e-05      0.9979
PGC0054110 588011218067456047 223434584665096192      0.0109   0.0002029      0.9984
PGC0054111 587726100415709255        none             -99.99      -99.99      -99.99
PGC0054117 588007004186476581 172486364330196992    0.002576   7.106e-05           1
PGC0054118 587722983908311253        none             -99.99      -99.99      -99.99
PGC0054119 587722983908311280        none             -99.99      -99.99      -99.99
PGC0054123 587726015089672356 152219810543960064     0.02863   0.0001718      0.9992
PGC0054134 587726032806215926 152219810531377152    0.006071   0.0001554      0.9983
PGC0054171 587726032269410464        none             -99.99      -99.99      -99.99
PGC0054188 587726102026453183 166293821221502976     0.04202   9.776e-05      0.9365
PGC0054195 587736812057460751        none             -99.99      -99.99      -99.99
PGC0054197 587733410987507759 295775162530267136     0.01837   0.0001879       0.999
PGC0054200 587729228758450340 172204785607376896     0.04509   0.0001609      0.9992
PGC0054232 587736546312323291 516177970746884096     0.04012   0.0001739      0.9994
PGC0054234 587725816959270932 172768982435102720    0.008242   0.0001589      0.9996
PGC0054238 588017979982086335        none             -99.99      -99.99      -99.99
PGC0054262 587726015089934435        none             -99.99      -99.99      -99.99
PGC0054267 588011219677872259 223434586208600064    0.002799   8.884e-05      0.9993
PGC0054282 587739810492907669 607094233878233088     0.03975   0.0002071      0.9972
PGC0054314 587728918451060759        none             -99.99      -99.99      -99.99
PGC0054316 587732483837067338 363892170895130624     0.02908   0.0001861      0.9986
PGC0054317 587732483837067421 363892170878353408     0.04307   0.0001037      0.9919
PGC0054336 588017948830335029 390352450780921856    0.007687   8.148e-06      0.8758
PGC0054340 587726016163807517 152219811131162624     0.04659   0.0001797      0.9981
PGC0054343 587739458838790160 606809732161732608     0.06976   0.0001866      0.9988
PGC0054351 587735491360391239        none             -99.99      -99.99      -99.99
PGC0054377 588018254826831944 472261807096987648     0.01737   0.0001989      0.9858
PGC0054379 587739827133677736 786392703842648064     0.03977   0.0001799      0.9992
PGC0054407 587729226611753088 172768981810151424     0.03089    0.000182      0.9979
PGC0054416 587729746837241991 831148461431717888     0.02931   0.0001989       0.998
PGC0054420 587730022795575402        none             -99.99      -99.99      -99.99
PGC0054424 587726014553391284 831148461435912192     0.03761    0.000174      0.9983
PGC0054428 588018054581190758        none             -99.99      -99.99      -99.99
PGC0054431 588018054581190810 472544505191464960     0.00834   0.0001168      0.9684
PGC0054443 587730022258769983 516459450588987392     0.03333   0.0001785      0.9991
PGC0054445 588011103713361952        none             -99.99      -99.99      -99.99
PGC0054455 587736477059252474 484086880996950016     0.03385   0.0001317      0.9798
PGC0054470 588007004186935360        none             -99.99      -99.99      -99.99
PGC0054473 588011102639947790 223716086154002432     0.03973   0.0001664      0.9995
PGC0054488 587736812594855957        none             -99.99      -99.99      -99.99
PGC0054503 588018055654867087 472544505527009280     0.01802   9.447e-05      0.9435
PGC0054522 588011103713427587        none             -99.99      -99.99      -99.99
PGC0054526 588017991237370051        none             -99.99      -99.99      -99.99
PGC0054564 587736976881942787        none             -99.99      -99.99      -99.99
PGC0054612 587736813131857963 484368262918832128     0.03209   9.317e-05      0.9995
PGC0054614 587736941450690653 464380510244700160     0.03076   0.0001635      0.9992
PGC0054618 588018055654998067 472544505690587136     0.04005     0.00101      0.9854
PGC0054648 587729227685494931 172768981499772928    0.002246   9.563e-06      0.8755
PGC0054664 587739828744683727 607937813098266624     0.04194   3.033e-05      0.9939
PGC0054674 587736479206998183        none             -99.99      -99.99      -99.99
PGC0054683 587733398103064784 296055550519541760    0.008823    0.000264      0.7616
PGC0054690 587733399176609926 296055550259494912     0.01714   0.0001756      0.9931
PGC0054691 587736916219789405 484368263057244160     0.01086    9.98e-05         0.9
PGC0054761 587729970181963916 260307974302466048    0.006718    0.000115      0.9913
PGC0054780 588018252680462541 472544504809783296     0.01865   0.0001529      0.9997
PGC0054790 587736976345595975 519835480208965632     0.03173   0.0001613      0.9995
PGC0054815 587732482764374113        none             -99.99      -99.99      -99.99
PGC0054832 588017702952239151 484649749979332608     0.03895   0.0001506      0.9998
PGC0054834 587739457229291526 607655827964166144     0.02246   0.0001699      0.9975
PGC0054839 588017992311636113 511955753309831168     0.04419   0.0002108      0.9987
PGC0054849 587736546313437289        none             -99.99      -99.99      -99.99
PGC0054885 587739827134660798 607937812590755840     0.02299   0.0001677      0.9987
PGC0054895 587736940914409584 464944719286239232     0.02292   8.574e-05      0.9997
PGC0054909 587730021722751055        none             -99.99      -99.99      -99.99
PGC0054911 587729777988272362        none             -99.99      -99.99      -99.99
PGC0054976 587725816423383204 173331940630331392    0.008939    0.000175      0.9981
PGC0054979 587739651567648938 608498830467399680     0.02909   0.0001663      0.9987
PGC0054980 587733440508919887        none             -99.99      -99.99      -99.99
PGC0055047 588011102640668855 223716085294170112     0.01158   0.0002063      0.9688
PGC0055065 588011218068897921 223997569653538816     0.01952   0.0001778      0.9982
PGC0055066 587733442656010331 374869824678920192     0.03665   0.0001747      0.9991
PGC0055069 588017702415892488 484649749224357888     0.03368    9.94e-05      0.9962
PGC0055076 588018055655784571 472824760582012928      0.0083   0.0009329      0.9992
PGC0055078 587736478670913834 484649751350870016    0.006632   0.0002453      0.9498
PGC0055080 588018055655784570 472544503937368064     0.00875   1.189e-05      0.9976
PGC0055095 588018055655784748 472544503962533888    0.007834   0.0001283      0.6205
PGC0055097 588018055119044700        none             -99.99      -99.99      -99.99
PGC0055104 588018054582370400 472824760321966080    0.008768   0.0001605      0.9994
PGC0055132 587736618247454919 390915413359198208     0.03166    9.27e-05      0.9995
PGC0055229 587736546314224038 516740930548531200     0.03774    0.000177      0.9992
PGC0055242 587733409915797619 296337016403001344      0.0193   0.0001823      0.9987
PGC0055243 587733409915797539 296337016428167168      0.0184   0.0001494      0.9998
PGC0055247 588018254828339347 472824760808505344     0.01879   9.736e-05      0.9848
PGC0055273 587733442119729384 375151363190947840    0.008604   0.0001047      0.6915
PGC0055274 587733409915863108 296337016231034880      0.0198   0.0001145      0.9878
PGC0055281        none               none             -99.99      -99.99      -99.99
PGC0055282 587739814776537131 608498831532752896    0.006718   0.0002718      0.8737
PGC0055295 588017992312684614 512517280765050880     0.03375    0.001609      0.9996
PGC0055296 588018252681511117 472824760003198976       5.323    0.002658      0.3666
PGC0055305 588018055119634471 472824760015781888    0.008737   9.417e-05      0.9965
PGC0055318 587729777989255382 260589458947047424     0.03972   9.111e-05      0.9991
PGC0055349        none               none             -99.99      -99.99      -99.99
PGC0055355 588018056729919679 472824761517342720     0.01973   0.0001794       0.995
PGC0055360 587730022260670494 516740928774340608     0.03887   0.0002005      0.9991
PGC0055377 588018253755121840 472824759810260992     0.01893   0.0001554      0.9995
PGC0055388 587729971257081944 260589459144179712    0.009254   9.434e-05      0.9972
PGC0055446 587742627456024602 775415045252186112     0.03498   0.0001684      0.9994
PGC0055459 587725816424235059 811726543624601600     0.01131   0.0001765      0.9995
PGC0055476 588018056193376427 472824759755735040     0.03187   9.703e-05      0.9778
PGC0055493 587736619321786638 391196957135077376    0.006635   0.0002302      0.9483
PGC0055517 587736584972140836 390915412226736128      0.0314   8.736e-05      0.9988
PGC0055529 587725816424366177 173893709664878592     0.01127   0.0001705      0.9995
PGC0055551 587729228223545370 173331939783081984      0.0304    0.001394      0.9994
PGC0055552 588018055120093200 473106330060587008     0.01506   0.0001922      0.9988
PGC0055559 587733411526606950        none             -99.99      -99.99      -99.99
PGC0055578 587739814777127100 608781719474012160      0.0144    0.000173      0.9994
PGC0055601 587733411526672449 296337017371885568     0.01862   0.0001772      0.9983
PGC0055607 587733399714988131 296337017686458368    0.008665   0.0002534      0.9289
PGC0055620 587733411526738024 296337017602572288     0.01916   9.702e-05       0.999
PGC0055621 587736584435597413 391196956698869760    0.006743    0.000298      0.2688
PGC0055629 587739707417755811 609907725144424448     0.01487   0.0001908      0.9993
PGC0055637 588017990702858263 512517279229935616     0.00487   0.0001299      0.9959
PGC0055648 587729777453039893 260589457151885312     0.01137   0.0001821      0.9987
PGC0055668 588018056730575011 472824759265001472     0.02254   9.337e-05      0.9385
PGC0055687 587730022261326202        none             -99.99      -99.99      -99.99
PGC0055701 587733399715184694        none             -99.99      -99.99      -99.99
PGC0055708 587739407338307755 609624898347728896     0.03442   0.0001327      0.9966
PGC0055722 587729158983974974 167138111212486656     0.03376    0.000162      0.9993
PGC0055730 587736813671088348 485777407249219584     0.03421   0.0001697      0.9987
PGC0055733 587739814240714810        none             -99.99      -99.99      -99.99
PGC0055740 587729228760547361        none             -99.99      -99.99      -99.99
PGC0055750 587739707954888840 609907724834045952     0.01516   0.0001805       0.995
PGC0055756 588011218606882828 224279143724875776     0.01934   0.0001232      0.8017
PGC0055759 587736477062004749 485494183398735872     0.03812   0.0001883      0.9989
PGC0055769 587742616170004555 786956908513722368     0.02699   0.0001632      0.9994
PGC0055792 587729777453367603 260870941301538816     0.03299   0.0001782      0.9994
PGC0055797 588017978911752434 465508065295204352     0.03216   8.225e-05      0.9993
PGC0055811 587733442120843368 375432842680729600     0.03672   0.0001997      0.9978
PGC0055816 588017990703317218 517022422931603456     0.04001   9.198e-05      0.9996
PGC0055821 588848901010686354        none             -99.99      -99.99      -99.99
PGC0055824 588017991777058857 512794284970213376     0.02615   7.557e-05       0.996
PGC0055833 587722983911915776        none             -99.99      -99.99      -99.99
PGC0055841 587729748450869466 831992900295327744     0.01185   0.0001703      0.9994
PGC0055844 587739815851393124 609624896409960448     0.03508    0.001138      0.9991
PGC0055845 588017704028274880 485494184543780864     0.04115   0.0002059      0.9985
PGC0055864 587733609085337761 328989252111040512     0.03821   0.0001892      0.9984
PGC0055873 587730022798721352 517022423028072448     0.02152   0.0001558      0.9993
PGC0055881 587736900108353790 445240213757755392     0.03164   0.0001166      0.9806
PGC0055910 587736975811346549 520678499153870848     0.03199   0.0002202      0.9984
PGC0055916 587729227150852136        none             -99.99      -99.99      -99.99
PGC0055918 587733410454044768        none             -99.99      -99.99      -99.99
PGC0055921 587736916759412744 485777407920308224     0.03527   0.0001813      0.9989
PGC0055923 588017605239242914 445240211870318592     0.03157   8.602e-05       0.977
PGC0055925 587729228760940748        none             -99.99      -99.99      -99.99
PGC0055927 587733603189325884        none             -99.99      -99.99      -99.99
PGC0055930 587730021725176008 517022420750565376     0.01175   9.148e-06      0.7705
PGC0055943 587736781993935148        none             -99.99      -99.99      -99.99
PGC0055949 587722953840787640 96486454993092608     0.01284    0.000146      0.9995
PGC0055955 587739131891089653 520678499028041728     0.03335   0.0001721      0.9987
PGC0055962 587739651570073637        none             -99.99      -99.99      -99.99
PGC0055963 587736619859706138 391196955906146304      0.0317   0.0001632      0.9991
PGC0055965 587736545779188255 830585511310524416       1.056    0.002035           0
