# EFIGI_SDSS.txt version 1.6.2 :
#
#        This file contains the PGC name, 
#        the unique SDSS photometric identifier and SDSS spectroscopic identifier,
#        the SDSS redshift, uncertainty and confidence level,
#	 for the 4458 galaxies of the EFIGI catalogue
#
# Table provided from http://efigi.org 
#
# Any use of these data must reference :
#  Baillard, B., Bertin, E., de Lapparent, V., et al. 2011, A&A, 532, A74
#
# Comments on table content should be sent to the EFIGI user forum: http://efigi.org/forum
# or to Valerie de Lapparent (lapparen at iap.fr) and Emmanuel Bertin (bertin at iap.fr)
#
###########################################################################################################################
#
# Description  
#--------------
#
#      PGC_name	     PGC name		
#      objID	     Unique SDSS photometric identifier composed from skyVersion, rerun, run, camcol, field, obj
#      specObjID     Unique SDSS spectroscopic identifier
#      z  	     Redshift 
#      zErr  	     Uncertainty in redshift 
#      zConf         Confidence level in redshift 
#
# Notes  
#-------
#
#    Objects are ordered with increasing PGC number
#    Undefined values of SDSS photometric and spectroscopic identifiers are listed as "none"
#    Undefined values of z, zErr and zConf are listed as -99.99
#    
###########################################################################################################################
#
# PGC_name       objId            SpecObjId             z         zErr         zConf
PGC0024309 587729386063331458 252427461445287936     0.03507   0.0001872      0.9989
PGC0024348 587738066735005889 527717978184089600      0.0264   8.133e-05      0.9997
PGC0024351 587725980153020469 125760745165029376    0.002257     0.00109       0.414
PGC0024372 587725471206801501 125197725556801536     0.01661     0.00017      0.9992
PGC0024374 587734690884681872 334618403706765312    0.006559   0.0001212      0.5631
PGC0024399 587731887349891238 252427461160075264     0.04011   0.0001653      0.9996
PGC0024423 587725470132732028 125479159706157056     0.01698   0.0001665      0.9976
PGC0024428 588009366127378582 154753021589323776     0.03697   0.0001072      0.9839
PGC0024438 588297864713797635 340529481678585856     0.02574   0.0001671      0.9992
PGC0024442 587737826216771681 502385112667652096     0.02625    0.000155      0.9996
PGC0024453 588013383263387679 243419094836051968     0.01288   0.0001907      0.9977
PGC0024470 587732484342284525 263123854220591104    0.009967   0.0002871      0.8951
PGC0024475 587739154432327925 543475828961312768     0.01739   0.0001783      0.9969
PGC0024493 587728931878338650 214989755685797888    0.006641   0.0001004        0.95
PGC0024506 588007003626471495        none             -99.99      -99.99      -99.99
PGC0024509 587739406760870120 586823031423238144     0.01263   0.0002146      0.9874
PGC0024517 588007005237674092 126042125761511424     0.01739   0.0001854      0.9991
PGC0024528 588010137338183767        none             -99.99      -99.99      -99.99
PGC0024530 587735043076325545 357700816276029440    0.006962     0.00017      0.9986
PGC0024531 587732470388424740 263123853826326528     0.01413   0.0001576      0.9995
PGC0024532 588297865250996397 340811072204177408     0.02564   0.0001804      0.9965
PGC0024545 587737826754166871 502385114458619904    0.004349   8.679e-05      0.9994
PGC0024548 587735349088944207 724467305379004416     0.01357   0.0001112      0.7288
PGC0024572 587725470670127307 126042126415822848     0.04074   0.0001835      0.9989
PGC0024573 587726032227205434 131671728999890944     0.01353   0.0001749      0.9883
PGC0024575 588009366396272850 155034399887327232     0.02894   8.849e-05      0.9986
PGC0024594 588016878292566175 447209746781437952      0.0216   9.115e-05      0.9881
PGC0024595 587735349089009808        none             -99.99      -99.99      -99.99
PGC0024621 587739152821715119 543757351383990272     0.04311   0.0001675      0.9997
PGC0024640 587732483805675689 263123854740684800     0.01362   0.0001083      0.8677
PGC0024641 587731522815983870 233567366988955648     0.03039   0.0001698      0.9993
PGC0024654 588010135727308823 155034401867038720     0.02383   9.156e-05       0.999
PGC0024665 587735343183495514 365581998875475968     0.02915   0.0001796      0.9991
PGC0024669 588016878292762688 447209746487836672     0.02103   0.0002141      0.9988
PGC0024674 588016840174665900        none             -99.99      -99.99      -99.99
PGC0024678 588016878292762809 447209746332647424     0.02118   0.0001554      0.9991
PGC0024688 588009367470735421        none             -99.99      -99.99      -99.99
PGC0024707 587725550126497797        none             -99.99      -99.99      -99.99
PGC0024710 588017977799213090 544038792353284096     0.01888   0.0001629      0.9988
PGC0024728 588013382727041059 243700581141577728     0.04076   0.0001981      0.9993
PGC0024743 587727942952353899 131671729540956160     0.02831   8.145e-05      0.9937
PGC0024762 587727942952419348 131953250902474752     0.02881   0.0001585      0.9995
PGC0024771 588016879903899826        none             -99.99      -99.99      -99.99
PGC0024784 587737827291693069 502666648742789120    0.004491   8.181e-05      0.9999
PGC0024791 587732484343005252 263123854975565824     0.02508   0.0001736      0.9987
PGC0024796 588016879367028949 447491252741472256     0.02737   0.0001553      0.9992
PGC0024830 587728880867737921        none             -99.99      -99.99      -99.99
PGC0024833 587731521742438512 233848828518727680     0.04278   0.0001574      0.9997
PGC0024839 587739158721003683 544320401111515136     0.02763   9.178e-05      0.9993
PGC0024865 587739114167009578        none             -99.99      -99.99      -99.99
PGC0024881 587729387675844667 215271243677433856     0.02911   0.0001779       0.999
PGC0024884 587735240101527708 447491252816969728    0.006826   0.0001541      0.9998
PGC0024887 588010137338970225        none             -99.99      -99.99      -99.99
PGC0024908 588007004701523974 126605174553706496     0.03092     4.1e-05       0.977
PGC0024909 587725470670848040 126605174494986240     0.03108   0.0002006      0.9984
PGC0024930 588297863640973337        none             -99.99      -99.99      -99.99
PGC0024944 588010931369476181        none             -99.99      -99.99      -99.99
PGC0024948 587735348016054627 495623964140240896     0.02927   0.0001597      0.9995
PGC0024960 587732578298167624        none             -99.99      -99.99      -99.99
PGC0024961 588010137339166726        none             -99.99      -99.99      -99.99
PGC0024963 587732050553077840 252708992491454464    0.006512   0.0001967      0.9619
PGC0024964 588013383264632938 337714855978991616     0.02894    0.000205      0.9955
PGC0024981 588297865252110426        none             -99.99      -99.99      -99.99
PGC0024996 587735044151509021 357982218804527104     0.01459   0.0001624      0.9995
PGC0025001 588297864715108539        none             -99.99      -99.99      -99.99
PGC0025009 587725552275292181 126323700248084480     0.01688   0.0001731      0.9995
PGC0025012 587728931342516423 215271243467718656     0.00606   0.0001941      0.9825
PGC0025020 587732054317531222 337714855836385280     0.01348    0.000163      0.9995
PGC0025065 587737808500883540        none             -99.99      -99.99      -99.99
PGC0025081 588010358529261614 159257667062202368     0.01277   9.186e-05      0.9625
PGC0025086 587725981765664905 136175427545726976      0.0142   0.0002097      0.9699
PGC0025128 588848900429447351 131953249698709504    0.008593    0.000221      0.9751
PGC0025134 587732053780725885 337433235816448000     0.02381   0.0001922      0.9951
PGC0025142 587725468523102256 126042124759072768     0.01262   0.0001908      0.9986
PGC0025143 588010136802427000 155597492333838336     0.01691   0.0001703      0.9996
PGC0025144 588010136802426998        none             -99.99      -99.99      -99.99
PGC0025147 588010137339429071 155316022193160192     0.01726   8.814e-05      0.9761
PGC0025154 588009368008655009 155597492338032640     0.01564   0.0001779      0.9952
PGC0025161 587728879794782218 159257667234168832     0.01302   0.0002015      0.9985
PGC0025172 588010359066329096 159257667146088448     0.01208   0.0001781      0.9993
PGC0025185 587737808501080328        none             -99.99      -99.99      -99.99
PGC0025194 588009368545787998 155597492589690880      0.0314   0.0001718      0.9992
PGC0025210 588017978874331232        none             -99.99      -99.99      -99.99
PGC0025224 587731679582027908        none             -99.99      -99.99      -99.99
PGC0025225 587734690886713453 335462931481231360     0.01283   0.0001041      0.9982
PGC0025226 588013382191153306 337433233803182080     0.02838   0.0002003      0.9981
PGC0025232 587732053243985990        none             -99.99      -99.99      -99.99
PGC0025235 588007004702048399 126605173979086848     0.01608   8.295e-06      0.9808
PGC0025237 588007004702113800        none             -99.99      -99.99      -99.99
PGC0025248 587732049479532671        none             -99.99      -99.99      -99.99
PGC0025258 587725979617722508        none             -99.99      -99.99      -99.99
PGC0025280 588010359066591291        none             -99.99      -99.99      -99.99
PGC0025281 587734623244582940        none             -99.99      -99.99      -99.99
PGC0025282 587732054318121026 337433236139409408     0.02893   9.745e-05      0.9984
PGC0025283 587738067810779141 528280979303825408     0.03603   0.0001805      0.9986
PGC0025284 587734623244582941        none             -99.99      -99.99      -99.99
PGC0025290 588009368545984617 155597492518387712     0.03017    0.000211      0.9953
PGC0025292 587739157111177341        none             -99.99      -99.99      -99.99
PGC0025305 588010136265687286 155316022889414656      0.0162   0.0001054      0.9968
PGC0025308 588010135728685227 155597492224786432     0.01693   0.0001698      0.9992
PGC0025318 587735042541224088 358263757480132608    0.007223   0.0002536      0.9046
PGC0025328 588017678765719599 489431363569582080     0.02951   0.0002176      0.9972
PGC0025331 587734623244648543        none             -99.99      -99.99      -99.99
PGC0025341 587732577225212210 335744299046010880     0.02841   0.0002112       0.957
PGC0025352 587728880868982891 159539198783651840     0.01277   0.0001774      0.9994
PGC0025360 587745539437756551 725030358772350976     0.01914   0.0001409      0.9998
PGC0025369 587737809038475451        none             -99.99      -99.99      -99.99
PGC0025399 587739157111439402        none             -99.99      -99.99      -99.99
PGC0025402 587739157111439403 544883376377561088    0.008682   0.0001153      0.9854
PGC0025405 587739407836905615 587386158762164224     0.02013   0.0001602      0.9989
PGC0025406 587739377772724336 587386158502117376     0.02022   0.0001728      0.9982
PGC0025423 587735661543358607 447772736920485888     0.01443    0.000156      0.9996
PGC0025426 587735348554105053 489431364156784640     0.06193   0.0001317      0.9591
PGC0025467 588017977801048112 544883376943792128    0.009983   0.0001064      0.9932
PGC0025472 587732048943120482        none             -99.99      -99.99      -99.99
PGC0025496 587739377235919082 587386159018016768     0.01007   0.0001069      0.9895
PGC0025498 587737808501669894        none             -99.99      -99.99      -99.99
PGC0025521 587732048943186133 252990470387400704     0.00562   0.0005313       0.826
PGC0025524 587734623245107220 341374031250849792     0.02426   0.0002042      0.9992
PGC0025525 587739407837233267        none             -99.99      -99.99      -99.99
PGC0025533 587734622171168831 341374030353268736     0.02357    0.000187      0.9991
PGC0025545 587739407837364356 587386159160623104     0.01012   0.0001871      0.9822
PGC0025547 587729388214222955 215552788128595968     0.03646   0.0001923       0.997
PGC0025556 587732771035611310 335744300325273600    0.004821   9.147e-06      0.8406
PGC0025562 587735044689756200 358263758591623168    0.006811   9.981e-05      0.8066
PGC0025571 587739114168778808 544883375752609792     0.02061   0.0001839      0.9993
PGC0025596 588017977801375763 544883377258364928     0.02179   8.776e-05      0.9874
PGC0025600 588009365861498889 155597491364954112     0.03751   0.0001847      0.9991
PGC0025640 587737808501932038 502948170280468480    0.004279   7.965e-05      0.9999
PGC0025644 587735043078881432 358263756871958528    0.001924   0.0001215      0.8261
PGC0025646 587728880332767261 159539199484100608     0.01262   0.0001774      0.9994
PGC0025679 587732770498871574        none             -99.99      -99.99      -99.99
PGC0025683 588010135729340508 155878997232713728     0.02956   0.0001669      0.9994
PGC0025718 587732482197159953 263686944565755904     0.02317   0.0002223      0.9985
PGC0025726 587731681194148010 234411860579844096     0.02677    0.000155      0.9997
PGC0025735 587738947740041304 545164607329665024     0.01397   0.0001655      0.9994
PGC0025757 588007003628830830        none             -99.99      -99.99      -99.99
PGC0025781 587725469598285989 126886683315535872    0.008204   0.0001703       0.997
PGC0025806 587735042542141503 358263756716769280    0.006443   8.968e-05      0.9973
PGC0025836 587737826756198431 502948171274518528     0.02607   0.0001221      0.9871
PGC0025845 588007004165963807 126886682896105472     0.01312   0.0001531      0.9995
PGC0025847 587731522281472109 234411860730839040     0.03428   0.0001646      0.9988
PGC0025858 587725552813670502 502948169902981120     0.00439   9.085e-05      0.9974
PGC0025861 587734691424895006        none             -99.99      -99.99      -99.99
PGC0025870 587728932418093093 215552788812267520     0.01609   0.0001861      0.9992
PGC0025875 587729387677679742 215834232453332992     0.01703   0.0001742      0.9993
PGC0025876 587734691424960528 336307481477120000    0.004869   0.0001242           1
PGC0025910 588009365861826728 155597491117490176    0.007371   0.0001682      0.9968
PGC0025911 588016892779495565 448054220591988736     0.01471   0.0002031      0.9948
PGC0025915 587725552813735995        none             -99.99      -99.99      -99.99
PGC0025919 587735044153344077 358545250521710592    0.006888   4.742e-06      0.7011
PGC0025940 588297863106068670        none             -99.99      -99.99      -99.99
PGC0025946 587731522281668676 234411860978302976    0.008807   0.0001677      0.9994
PGC0025955 587735044153409606        none             -99.99      -99.99      -99.99
PGC0025956 587735348018216969        none             -99.99      -99.99      -99.99
PGC0025972 587735239566950555 358545249066287104     0.01131   1.008e-05      0.8754
PGC0025976 587728931344220295 215834232403001344      0.0134    0.000163      0.9991
PGC0025977 588013384340668659 338277681495801856     0.01428   0.0002161      0.9288
PGC0025986 588010359068033083 159820733583720448     0.01272   9.311e-05      0.9695
PGC0026000 588010136266866753 155878998319038464     0.02527    0.000196      0.9982
PGC0026002 587738946129625192 545446330948911104     0.02658   0.0002049      0.9921
PGC0026012 588017978875969644        none             -99.99      -99.99      -99.99
PGC0026013 588017978875969642 545164607841370112     0.02256   0.0002066      0.9963
PGC0026015 587737809576460410 502948171803000832     0.02559   0.0001756      0.9981
PGC0026034 587732153640288368        none             -99.99      -99.99      -99.99
PGC0026048 587732052708556995 337996179478413312     0.02808    0.000172      0.9973
PGC0026055 588017978876100712 545164607963004928     0.02291   0.0001959      0.9976
PGC0026058 587734621635084526 341374029522796544     0.02459   0.0001033      0.9881
PGC0026068 587732052708622382        none             -99.99      -99.99      -99.99
PGC0026083 587732483271753765        none             -99.99      -99.99      -99.99
PGC0026086 587732153640353981 264249908435877888     0.02745   0.0001604      0.9993
PGC0026089 588017978339164232 545164608021725184     0.02116   0.0001038      0.9996
PGC0026100 587732052708622472 337996179490996224    0.008956   6.589e-05      0.9349
PGC0026104 587731913646866591        none             -99.99      -99.99      -99.99
PGC0026108 588016890632011791 448054218213818368    0.006272   7.867e-06      0.8933
PGC0026127 587735348018544794 489712832825262080     0.03127   0.0001544      0.9998
PGC0026142 588010135730126858        none             -99.99      -99.99      -99.99
PGC0026150 587732770499788823 336025788388212736     0.01248   0.0002194      0.9615
PGC0026173 587734691425550580 336307482307592192     0.01894   0.0002117      0.9847
PGC0026178 588017979413299278 545727767765843968     0.02323   0.0001969      0.9987
PGC0026189 587735043079864388        none             -99.99      -99.99      -99.99
PGC0026197 587739157112946868 545446330449788928     0.02361   0.0001528      0.9998
PGC0026218 587739376163356792 587667692320718848    0.005494   7.855e-06      0.9809
PGC0026224 587734622172348640 341656660533575680      0.0139   0.0002524      0.8222
PGC0026225 588016891169144954 448335754133766144     0.04937   0.0001756      0.9982
PGC0026232 588013382730121229        none             -99.99      -99.99      -99.99
PGC0026234 588848899357999327 133079334222036992     0.01647   0.0001243      0.9623
PGC0026238 588013382730121230 338277680841490432     0.00622   1.131e-05      0.9977
PGC0026246 588010135730192474 155878998511976448    0.007677   0.0001637      0.9996
PGC0026258 587725074455330954 133079334326894592     0.01737   0.0001037      0.9975
PGC0026282 587731522282258436 234411861322235904     0.02694    0.000167       0.999
PGC0026283 587731912573124869 253553554332057600     0.02757   0.0001458      0.9998
PGC0026294 587729386067263684 215834231333453824     0.01613   0.0001079      0.9215
PGC0026302 588010135193256011        none             -99.99      -99.99      -99.99
PGC0026304 587731912573124700 253553554302697472    0.006748   0.0001747      0.9988
PGC0026323 587728930807808089 215834231945822208     0.03433   0.0002106      0.9989
PGC0026329 587729387678400585 216115729102012416     0.01373   1.238e-05       0.945
PGC0026330 587739407301738526        none             -99.99      -99.99      -99.99
PGC0026338 587731913647194224 253553555007340544     0.02924   0.0001546      0.9997
PGC0026340 587735663156002834 448335754934878208     0.02378   0.0001566      0.9995
PGC0026345 588016892780281950 448335754943266816     0.02657   0.0001726      0.9993
PGC0026346 588016892780281878 448335754955849728     0.02118   0.0001928      0.9993
PGC0026351 587728931881877602        none             -99.99      -99.99      -99.99
PGC0026357 587732578837921943 279168078602829824     0.03383   0.0001647      0.9994
PGC0026363 587729387141464195 215834233451577344     0.02692   0.0001688      0.9988
PGC0026368 587739156576338040 545446330017775616     0.02598   0.0001711      0.9996
PGC0026371 588016892780282124 448335754993598464      0.0203   0.0001082      0.9978
PGC0026376 588016892780347399 448335755094261760     0.01715   0.0001991      0.9989
PGC0026377 588016892780347398        none             -99.99      -99.99      -99.99
PGC0026381 587738197196341376 528562454523805696     0.02074   0.0001064      0.9965
PGC0026390 587734622172610762 341656660399357952    0.007497   0.0001243      0.9888
PGC0026398 587726031694200858 133360697701564416     0.01703   0.0001979      0.9989
PGC0026403 587732152029937669 264249907651543040     0.02794   0.0001924      0.9986
PGC0026407 587735343724101654 366707036198535168     0.02847   0.0002032      0.9569
PGC0026409 587741392644735135 645089873241309184     0.02159   9.219e-05      0.9752
PGC0026410 587737810650923091 503229710654767104    0.006072   0.0001327      0.9997
PGC0026412 587735241715679343 358826733719257088    0.007637   0.0001994       0.985
PGC0026418 587734690889138375 336589046018998272     0.01846    9.47e-05      0.9998
PGC0026443 587739158187344071 545446332031041536     0.02222   0.0001778       0.994
PGC0026445 587735043617259581 358826733241106432     0.02499   0.0001673       0.999
PGC0026469 587737810650988692        none             -99.99      -99.99      -99.99
PGC0026471 587728879797403853        none             -99.99      -99.99      -99.99
PGC0026485 587725470670127307 126042126415822848     0.04074   0.0001835      0.9989
PGC0026495 587732152030134388 264249907345358848     0.00813   0.0001698      0.9986
PGC0026498 587737810651054114        none             -99.99      -99.99      -99.99
PGC0026501 587732483272409185        none             -99.99      -99.99      -99.99
PGC0026504 588016892243542091 448335755555635200     0.02361   0.0001819      0.9995
PGC0026512 587728931345072207        none             -99.99      -99.99      -99.99
PGC0026517 588010359605887231 160102217431384064     0.01378   0.0001607      0.9965
PGC0026528 587732577227571436 279168077285818368       0.028   0.0001129      0.9969
PGC0026538 587731522819653653        none             -99.99      -99.99      -99.99
PGC0026540 587735044691460370 358826733702479872     0.02657   0.0001059      0.8884
PGC0026541 587729386067656862 215834231635443712     0.01707   0.0001641      0.9958
PGC0026543 587725818552385730 136738312890089472     0.02593   0.0001669      0.9992
PGC0026553 587739115781357763 546009285184716800     0.02249   0.0002152      0.8563
PGC0026556 588010358532210742 160102217095839744     0.01217   0.0001773      0.9993
PGC0026563 587731679047516216        none             -99.99      -99.99      -99.99
PGC0026571 587732152567201882        none             -99.99      -99.99      -99.99
PGC0026575 587735042543583390 358826732687458304     0.00525   9.583e-05      0.9996
PGC0026576 587725073919049900        none             -99.99      -99.99      -99.99
PGC0026580 587732152567267353 264249909786443776    0.005964   0.0001693      0.9985
PGC0026599 588009367474012176 156443093929820160     0.01126    0.000199      0.9792
PGC0026607 587727944029962369 133360699828076544     0.01698    0.000154      0.9998
PGC0026625 588013382193709226 264531074405629952     0.01383   0.0001321      0.9063
PGC0026631 587731913110650983        none             -99.99      -99.99      -99.99
PGC0026642 587737825146044552 503229709304201216    0.004976    7.44e-05           1
PGC0026643 587735348556398694 489994309664243712     0.01145   0.0001481      0.9996
PGC0026649 587735663156461700        none             -99.99      -99.99      -99.99
PGC0026663 587735239568130254 358826732519686144    0.006242    0.000189      0.9776
PGC0026666 587732050555961424 253553555145752576     0.01631   0.0001586      0.9996
PGC0026685 587732483809738762 264531074007171072      0.0141   0.0001038      0.9973
PGC0026721 587735348556529855 489994309832015872     0.01075   0.0001775      0.9979
PGC0026727 587735239568261253        none             -99.99      -99.99      -99.99
PGC0026733 587735349093466188        none             -99.99      -99.99      -99.99
PGC0026739 587727944030224413 133923803574042624     0.02433   0.0001999      0.9988
PGC0026740 587735349093466190 489994309894930432     0.01257   0.0001754       0.999
PGC0026752 587735663156658380 448617233900371968    0.005306   0.0001067      0.9992
PGC0026759 587731913110847523 253553555426770944     0.02697   0.0001636      0.9996
PGC0026762 588010358532538674 160102216714158080      0.0139   8.347e-05      0.9734
PGC0026766 587725818552713323 136738313036890112     0.03931     0.00018      0.9991
PGC0026785 587731680121782325 234693342993055744     0.01435   0.0001806       0.998
PGC0026787 587726031694921885 133923803041366016     0.01698   0.0001542      0.9992
PGC0026817 587738946131132437 546009285608341504     0.02695   8.284e-05      0.9995
PGC0026822 587732483272999057 264531073763901440     0.01447   0.0001921      0.9939
PGC0026854 587739158725001301 546009285914525696      0.0267   0.0002011      0.9986
PGC0026856 588007004704473098 127168160230014976     0.01075     0.00016      0.9995
PGC0026871 587737827831382151 528562452476985344     0.01741   9.824e-05      0.9496
PGC0026873 588013384342044771 245107965428760576     0.02574   8.473e-05      0.9994
PGC0026895 588297864181710903 341937100314116096      0.0122   0.0001017      0.8672
PGC0026899 587728931345596539        none             -99.99      -99.99      -99.99
PGC0026903 587731912574107761 253835046576717824    0.009052   0.0001213      0.9462
PGC0026904 587738195585794085 528562455018733568     0.01155   0.0002016      0.9793
PGC0026932 587734691426992175        none             -99.99      -99.99      -99.99
PGC0026939 587737825146372158        none             -99.99      -99.99      -99.99
PGC0026950 587727944030617711 133923804232548352     0.02492   0.0001907      0.9989
PGC0026959 587725816941903899        none             -99.99      -99.99      -99.99
PGC0026970 588010137342246932 156443094756098048     0.02518   8.144e-05      0.9997
PGC0026974 587728880872128554 160383735395516416     0.01777   0.0001037       0.997
PGC0026979 587739115245207564        none             -99.99      -99.99      -99.99
PGC0026982 587739406229045443 546290733494042624     0.04576   0.0001774      0.9988
PGC0026998 587732578839101539        none             -99.99      -99.99      -99.99
PGC0027016 587731680122175655 234693345127956480     0.01684   0.0001659      0.9971
PGC0027029 587738067812614253        none             -99.99      -99.99      -99.99
PGC0027041 587738196659994636 528843972286611456     0.02185    0.000177      0.9992
PGC0027047 587732483273392258 264531075470983168     0.03522   9.999e-05      0.9989
PGC0027049 588010360143806534 160383735278075904     0.01809    0.000178      0.9995
PGC0027059 587728880335388932 160383735525539840     0.01073    0.000127      0.5504
PGC0027064 587739115245338722        none             -99.99      -99.99      -99.99
PGC0027074 587735342651605014        none             -99.99      -99.99      -99.99
PGC0027079 587738068349681809 528843971842015232     0.01321   0.0002615      0.4288
PGC0027091 587729386605510884        none             -99.99      -99.99      -99.99
PGC0027108 587725816405033006 136738311426277376     0.04039   0.0001172      0.9981
PGC0027111 587738067275743264        none             -99.99      -99.99      -99.99
PGC0027121 587739115245469797 546853821721083904     0.02449    0.000176      0.9987
PGC0027154 588297865256173608 342218550431186944     0.01448   9.524e-05      0.9576
PGC0027166 587732053784461369        none             -99.99      -99.99      -99.99
PGC0027169 587731680122503257 234974827012685824     0.02687   9.187e-05      0.9819
PGC0027219 587732578302689330 279449283449585664      0.0184   9.631e-05      0.9985
PGC0027248 587732701784965345 279449281595703296    0.006665     1.3e-05      0.8399
PGC0027261 587735239569244296 359108211598426112    0.005268   0.0001239      0.9648
PGC0027266 587739157651914755 546853821565894656     0.02711   0.0001031       0.996
PGC0027282 587738946668920886 546572223528304640     0.02256    0.000195      0.9992
PGC0027331 588848899360096462 134206776395431936     0.01296   0.0002028      0.9906
PGC0027358 587738066201870483 528843971066068992      0.0225   0.0001669      0.9989
PGC0027361 587735044155834480 359108213796241408     0.01462   9.436e-05      0.9971
PGC0027362 587738195049250844 528843971049291776     0.02274   0.0001758      0.9997
PGC0027416 587735240643444870        none             -99.99      -99.99      -99.99
PGC0027423 587726033843585145 134487015386251264     0.02267   0.0002154      0.9991
PGC0027472 588013381658148897 264812695943905280     0.01474   0.0001723      0.9995
PGC0027477 587727944568471647 160383733931704320     0.02341   0.0001941      0.9929
PGC0027504 587732771576021067        none             -99.99      -99.99      -99.99
PGC0027518 587732770502279188 347566570429480960     0.01659    9.83e-05      0.9996
PGC0027527 588016890634436689 448898712337383424     0.01476   0.0001422      0.9998
PGC0027533 588017978341720107        none             -99.99      -99.99      -99.99
PGC0027546 588017978341720140        none             -99.99      -99.99      -99.99
PGC0027547 588017978341720142        none             -99.99      -99.99      -99.99
PGC0027549 587735044693098629 359389855693668352     0.01965    0.000196      0.9769
PGC0027558 587738410323083345 490557271483351040      0.0197   0.0001121      0.9305
PGC0027619 587728879799500835        none             -99.99      -99.99      -99.99
PGC0027620 587738410860085328        none             -99.99      -99.99      -99.99
PGC0027630 587738410323214422        none             -99.99      -99.99      -99.99
PGC0027635 587732701785620486        none             -99.99      -99.99      -99.99
PGC0027662 587725816942624964 137019791155134464     0.02646   9.998e-05      0.9897
PGC0027665 587734950199492613 490557271420436480     0.01933   0.0001968      0.9988
PGC0027681 587735348021362954        none             -99.99      -99.99      -99.99
PGC0027709 587731870161371171        none             -99.99      -99.99      -99.99
PGC0027716 587735349095235660 726437763359965184     0.02252     0.00019      0.9992
PGC0027723 588848900434427959        none             -99.99      -99.99      -99.99
PGC0027753 588010359608115211 160665219452895232     0.02891   0.0002034      0.9987
PGC0027765 588007004705521746        none             -99.99      -99.99      -99.99
PGC0027777 587739116320391272        none             -99.99      -99.99      -99.99
PGC0027780 587739407841165563 547416643928588288     0.02843   0.0001769      0.9962
PGC0027784 587734948588945540        none             -99.99      -99.99      -99.99
PGC0027785 587738947743580222 547135173527863296    0.001866   0.0001338      0.9998
PGC0027789 587735043619487812 359389854708006912     0.02196    9.34e-05      0.9992
PGC0027800 588010136265687286 155316022889414656      0.0162   0.0001054      0.9968
PGC0027803 588848900434559074 75094094770077696     0.02521   0.0001067      0.9945
PGC0027813 588016892782706719 448898714157711360     0.02207    0.001163      0.9706
PGC0027826 588017979952988212        none             -99.99      -99.99      -99.99
PGC0027827 587738946132770902 547979794801754112    0.005518   9.516e-05           1
PGC0027830 587734621637967923        none             -99.99      -99.99      -99.99
PGC0027843 588016892782706769 449180218486161408     0.02263   0.0001684      0.9984
PGC0027859 587732483274571793 264812696505942016     0.01769   0.0001035      0.9965
PGC0027860 587732482200567894 264812694152937472      0.0172   9.763e-05      0.9993
PGC0027875 587725073921278177 75094093364985856    0.005057   0.0001081           1
PGC0027893 588010135732289650 157005988136747008      0.0256   0.0001706      0.9949
PGC0027925 587739115246714953 547979794503958528     0.03464   0.0001702      0.9994
PGC0027935 587738946132967687 547135170935783424   0.0009158   0.0002713       0.279
PGC0027939 587738196660650025 529125463616913408     0.01482   0.0001934      0.9988
PGC0027944 587729387143561304 216678807682154496     0.03757   0.0001735      0.9987
PGC0027946 587734948052336668 367551434582917120     0.01829   0.0001465      0.9996
PGC0027958 587738196660650150        none             -99.99      -99.99      -99.99
PGC0027968 587732578840739917 279731042003189760     0.01038   9.847e-05      0.8969
PGC0027981 587732701249208477        none             -99.99      -99.99      -99.99
PGC0027987 588017979416313862 547698127126134784     0.02244   8.961e-05      0.9692
PGC0027993 587739406767620312 548261265273782272      0.0247   9.324e-05      0.9549
PGC0027997 588010357997830276        none             -99.99      -99.99      -99.99
PGC0027998 587725074458345569        none             -99.99      -99.99      -99.99
PGC0028009 587728880873832525 160946779813052416      0.0166   0.0001783      0.9993
PGC0028010 587726032233889967        none             -99.99      -99.99      -99.99
PGC0028018 587738067813400649 529125464099258368     0.01491   0.0002426      0.8627
PGC0028026 587732702323081241        none             -99.99      -99.99      -99.99
PGC0028032 588010357997895754 160665217724841984     0.02004   0.0001132      0.9887
PGC0028033 588010357997895735 160665217699676160     0.01997   0.0001155      0.9895
PGC0028054 587732152032493644 265094337388347392    0.007653   1.194e-05      0.9451
PGC0028099 587732482737832062 265094337413513216      0.0177   0.0001005      0.9968
PGC0028101 587725076069089459 75094095374057472    0.006161   1.287e-05      0.8749
PGC0028120 587738066739396663 529125463688216576  -1.168e-05   7.542e-06      0.9985
PGC0028126 587732136449081520 832274215708131328     0.01569   0.0001517      0.9992
PGC0028148 587727944569454761 135331282300174336    0.006251    0.000965      0.9564
PGC0028186 587738947207233540        none             -99.99      -99.99      -99.99
PGC0028196 587732484348903501 265094338227208192     0.01592   0.0001605      0.9994
PGC0028197 587737825147617461 503511197090316288     0.01005   0.0001217      0.9344
PGC0028225 587738197197848691        none             -99.99      -99.99      -99.99
PGC0028240 587726031697412111 135612408214323200     0.02532   0.0001825      0.9965
PGC0028259 587739116321046703 547979795619643392    0.005128   9.093e-05      0.9994
PGC0028269 587738411398004813 490838750998298624     0.02988   0.0001766      0.9982
PGC0028270 588017979953643559 547698127369404416      0.0388   0.0002197      0.9977
PGC0028274 587735342653505642 367551434356424704     0.01889   0.0001781      0.9956
PGC0028296 587738411398004887 727000915319455744    0.004678   0.0001533      0.9995
