PGC_name         RA        DEC          z_hel   z_hel_err   z_hel_cat       z_dis   z_dis_err   z_dis_cat       z_all  z_all_type  z_all_err  z_all_err_type   D_com       D_lum      D_diam
PGC0044536 194.7514583  34.8452222    0.002791   1.668e-05          HL    0.003439      -99.99          HL    0.003439         DIS   1.668e-05         HEL     14.7652     14.8159     14.7146
PGC0044557 194.7870833  37.3102778     0.01558   4.403e-05          HL     0.01626      -99.99          HL     0.01626         DIS   4.403e-05         HEL     69.3647     70.4926     68.2549
PGC0044600 194.8626667  14.1706667    0.006624   2.302e-05          HL    0.006983      -99.99          HL    0.006983         DIS   2.302e-05         HEL     29.9367     30.1457     29.7291
PGC0044631 194.8858333  42.7588889     0.02397   0.0001851          HL     0.02471      -99.99          HL     0.02471         DIS   0.0001851         HEL    105.2515    107.8522    102.7134
PGC0044641 194.9160833  53.3408889     0.02767   9.573e-05          HL     0.02851      -99.99          HL     0.02851         DIS   9.573e-05         HEL    121.3488    124.8085    117.9851
PGC0044719 195.0446250  12.4830000    0.004593   6.805e-05          HL    0.004927      -99.99          HL    0.004927         DIS   6.805e-05         HEL     21.1783     21.2827     21.0745
PGC0044731 195.0675833  36.2538056      0.0277   9.573e-05          HL     0.02837      -99.99          HL     0.02837         DIS   9.573e-05         HEL    120.7139    124.1385    117.3837
PGC0044733 195.0729167  -3.0655556    0.003714      -99.99         NED    0.003797      -99.99  NED-vir-HL    0.003797         DIS      -99.99        none     16.2619     16.3237     16.2004
PGC0044782 195.1451667  64.4469722    0.006935   1.034e-05          HL    0.007844      -99.99          HL    0.007844         DIS   1.034e-05         HEL     33.5660     33.8293     33.3048
PGC0044797 195.1627500   2.5015278    0.003203   8.673e-06          HL    0.003378      -99.99          HL    0.003378         DIS   8.673e-06         HEL     14.5513     14.6005     14.5023
PGC0044806 195.1780417  36.3453611     0.02777   8.906e-05          HL     0.02844      -99.99          HL     0.02844         DIS   8.906e-05         HEL    121.1372    124.5823    117.7873
PGC0044807 195.1783333  37.3163889     0.01555      -99.99         NED     0.01623      -99.99  NED-vir-HL     0.01623         DIS      -99.99        none     69.3647     70.4905     68.2569
PGC0044838 195.2319583  47.2217222     0.02462   0.0001261          HL      0.0254      -99.99          HL      0.0254         DIS   0.0001261         HEL    108.2187    110.9674    105.5380
PGC0044846 195.2454167  -0.0283333    0.003958   1.201e-05          HL    0.004092      -99.99          HL    0.004092         DIS   1.201e-05         HEL     17.5447     17.6165     17.4732
PGC0044858 195.2652917  -1.9529722    0.004853   4.303e-05          HL    0.004955      -99.99          HL    0.004955         DIS   4.303e-05         HEL     21.1783     21.2833     21.0739
PGC0044867 195.2787500  39.8411111     0.03554   0.0002212          HL     0.03625      -99.99          HL     0.03625         DIS   0.0002212         HEL    154.0996    159.6857    148.7089
PGC0044896 195.3533333  29.3133333     0.02359      -99.99         NED     0.02417      -99.99  NED-vir-HL     0.02417         DIS      -99.99        none    102.9195    105.4070    100.4906
PGC0044908 195.3901667  29.1304444     0.02463   4.903e-05          HL     0.02521      -99.99          HL     0.02521         DIS   4.903e-05         HEL    107.3710    110.0778    104.7307
PGC0044913 195.4081250  54.3903056      0.0302   0.0001197          HL     0.03104      -99.99          HL     0.03104         DIS   0.0001197         HEL    132.1366    136.2382    128.1586
PGC0044920 195.4286667  36.6483333      -99.99      -99.99        none      -99.99      -99.99        none      -99.99        none      -99.99        none       -9999       -9999       -9999
PGC0044921 195.4308333  29.0442222      0.0237   1.167e-05          HL     0.02427      -99.99          HL     0.02427         DIS   1.167e-05         HEL    103.3435    105.8517    100.8948
PGC0044932 195.4529583   4.9919444     0.03947   8.873e-05          HL     0.03969      -99.99          HL     0.03969         DIS   8.873e-05         HEL    168.6446    175.3381    162.2066
PGC0044961 195.5320417  58.6986667     0.00223   1.334e-05          HL    0.003106      -99.99          HL    0.003106         DIS   1.334e-05         HEL     13.2682     13.3094     13.2271
PGC0044963 195.5208333  40.4080556     0.02749   0.0001371          HL     0.02821      -99.99          HL     0.02821         DIS   0.0001371         HEL    120.0789    123.4663    116.7844
PGC0044986 195.5762083  32.8899167     0.02529   2.468e-05          HL     0.02592      -99.99          HL     0.02592         DIS   2.468e-05         HEL    110.3376    113.1975    107.5499
PGC0045015 195.6576667  50.4381389     0.02365   1.668e-05          HL     0.02446      -99.99          HL     0.02446         DIS   1.668e-05         HEL    104.1915    106.7401    101.7039
PGC0045039 195.7000833   6.7853889     0.02381   8.673e-06          HL     0.02405      -99.99          HL     0.02405         DIS   8.673e-06         HEL    102.4954    104.9604    100.0883
PGC0045071 195.7747083   3.9921389    0.009555   1.568e-05          HL    0.009757      -99.99          HL    0.009757         DIS   1.568e-05         HEL     41.6742     42.0808     41.2715
PGC0045085 195.8177500  50.6205833     0.02359   0.0001071          HL     0.02441      -99.99          HL     0.02441         DIS   0.0001071         HEL    103.9795    106.5177    101.5019
PGC0045093 195.8388750  14.3772222     0.02139   1.668e-05          HL     0.02176      -99.99          HL     0.02176         DIS   1.668e-05         HEL     92.7372     94.7552     90.7623
PGC0045137 195.9688750  10.9721389     0.00977   1.067e-05          HL     0.01008      -99.99          HL     0.01008         DIS   1.067e-05         HEL     43.1671     43.6022     42.7363
PGC0045145 195.9595417  36.9432778     0.03544   0.0001661          HL     0.03612      -99.99          HL     0.03612         DIS   0.0001661         HEL    153.4667    159.0099    148.1167
PGC0045168 196.0631250   9.2233889     0.03504   2.235e-05          HL     0.03533      -99.99          HL     0.03533         DIS   2.235e-05         HEL    150.3017    155.6119    145.1728
PGC0045195 196.1295417  -3.5724722    0.004567   1.101e-05          HL    0.004647      -99.99          HL    0.004647         DIS   1.101e-05         HEL     19.8960     19.9885     19.8040
PGC0045196 196.1166250  55.6048889      0.0288      -99.99         NED      -99.99      -99.99        none      0.0288         HEL      -99.99        none    122.6186    126.1500    119.1860
PGC0045233 196.2434167  29.1218056     0.01989   2.802e-05          HL     0.02047      -99.99          HL     0.02047         DIS   2.802e-05         HEL     87.2176     89.0030     85.4681
PGC0045236 196.2542500  35.1777222     0.01589   0.0001181          HL     0.01655      -99.99          HL     0.01655         DIS   0.0001181         HEL     70.6409     71.8101     69.4909
PGC0045261 196.3092500  31.9995556     0.05179   6.605e-05          HL     0.05241      -99.99          HL     0.05241         DIS   6.605e-05         HEL    222.0037    233.6389    210.9479
PGC0045264 196.3271250  31.4421111      0.0362   1.835e-05          HL     0.03682      -99.99          HL     0.03682         DIS   1.835e-05         HEL    156.4198    162.1791    150.8649
PGC0045274 196.3528750  32.8997778     0.00295   1.434e-05          HL     0.00358      -99.99          HL     0.00358         DIS   1.434e-05         HEL     15.4066     15.4618     15.3517
PGC0045306 196.4233333  36.0171944    0.003957   6.338e-06          HL    0.004625      -99.99          HL    0.004625         DIS   6.338e-06         HEL     19.6823     19.7733     19.5917
PGC0045309 196.4441250  46.4622778      0.0248   0.0001101          HL     0.02558      -99.99          HL     0.02558         DIS   0.0001101         HEL    109.0663    111.8562    106.3460
PGC0045314 196.4563750  37.6045278    0.001053   5.671e-05          HL     0.00174      -99.99          HL     0.00174         DIS   5.671e-05         HEL      7.4922      7.5052      7.4791
PGC0045322 196.4945000   3.9564167     0.02338   1.334e-05          HL     0.02358      -99.99          HL     0.02358         DIS   1.334e-05         HEL    100.5869    102.9588     98.2697
PGC0045336 196.5152500  35.9800278     0.01607   1.501e-05          HL     0.01674      -99.99          HL     0.01674         DIS   1.501e-05         HEL     71.4917     72.6885     70.3146
PGC0045339 196.5190417  55.6559167     0.02776   0.0001001          HL     0.02862      -99.99          HL     0.02862         DIS   0.0001001         HEL    121.7721    125.2572    118.3839
PGC0045361 196.6026667  48.9620278     0.03432   0.0001531          HL     0.03513      -99.99          HL     0.03513         DIS   0.0001531         HEL    149.4576    154.7080    144.3853
PGC0045362 196.5769167  10.3768056     0.03225   2.168e-05          HL     0.03256      -99.99          HL     0.03256         DIS   2.168e-05         HEL    138.4770    142.9858    134.1104
PGC0045366 196.5921250  29.6570556     0.02349   1.301e-05          HL     0.02408      -99.99          HL     0.02408         DIS   1.301e-05         HEL    102.7074    105.1806    100.2924
PGC0045372 196.6035417  67.7069444   0.0001141   2.468e-05          HL    0.001041      -99.99          HL    0.001041         DIS   2.468e-05         HEL      4.4959      4.5006      4.4913
PGC0045410 196.7332500  35.1320000     0.01585   2.335e-05          HL     0.01651      -99.99          HL     0.01651         DIS   2.335e-05         HEL     70.4283     71.5910     69.2844
PGC0045435 196.8059583  58.1347500     0.02768   0.0001171          HL     0.02855      -99.99          HL     0.02855         DIS   0.0001171         HEL    121.5604    125.0310    118.1862
PGC0045451 196.8520000  32.8620000     0.01768   9.006e-06          HL     0.01831      -99.99          HL     0.01831         DIS   9.006e-06         HEL     78.0825     79.5122     76.6785
PGC0045457 196.8672917  52.4048333     0.02394   0.0001491          HL     0.02477      -99.99          HL     0.02477         DIS   0.0001491         HEL    105.4634    108.0758    102.9142
PGC0045472 196.9037500  60.1570278     0.02778   8.239e-05          HL     0.02867      -99.99          HL     0.02867         DIS   8.239e-05         HEL    121.9837    125.4810    118.5839
PGC0045478 196.9146250   6.3360000     0.02382   9.306e-05          HL     0.02406      -99.99          HL     0.02406         DIS   9.306e-05         HEL    102.4954    104.9615    100.0873
PGC0045480 196.9112500  -0.9423333     0.01811   1.234e-05          HL     0.01823      -99.99          HL     0.01823         DIS   1.234e-05         HEL     77.8700     79.2895     76.4758
PGC0045491 196.9591667  -0.8683333     0.01831   5.304e-05          HL     0.01844      -99.99          HL     0.01844         DIS   5.304e-05         HEL     78.7201     80.1717     77.2948
PGC0045502 196.9966667  51.9290556     0.01575   7.705e-05          HL     0.01658      -99.99          HL     0.01658         DIS   7.705e-05         HEL     70.8536     72.0284     69.6980
PGC0045506 197.0150000  46.8280278   0.0007235   8.673e-06          HL    0.001509      -99.99          HL    0.001509         DIS   8.673e-06         HEL      6.4222      6.4319      6.4125
PGC0045521 197.0195833  61.5831111     0.02743   0.0001134          HL     0.02833      -99.99          HL     0.02833         DIS   0.0001134         HEL    120.7139    124.1337    117.3883
PGC0045522 197.0510000  41.6761111     0.02814   0.0001568          HL     0.02887      -99.99          HL     0.02887         DIS   0.0001568         HEL    122.8302    126.3763    119.3836
PGC0045528 197.0795833  45.3613889      0.0288   0.0001328          HL     0.02957      -99.99          HL     0.02957         DIS   0.0001328         HEL    125.7923    129.5119    122.1794
PGC0045534 197.0901667  39.4608056     0.01097   1.735e-05          HL     0.01168      -99.99          HL     0.01168         DIS   1.735e-05         HEL     49.9891     50.5730     49.4120
PGC0045538 197.1022917  35.2061111     0.01608   2.869e-05          HL     0.01674      -99.99          HL     0.01674         DIS   2.869e-05         HEL     71.4917     72.6885     70.3146
PGC0045560 197.1747500  52.7740000     0.02386   2.669e-05          HL      0.0247      -99.99          HL      0.0247         DIS   2.669e-05         HEL    105.2515    107.8512    102.7144
PGC0045567 197.1800000  -2.1351667     0.01789   1.301e-05          HL     0.01799      -99.99          HL     0.01799         DIS   1.301e-05         HEL     76.8072     78.1890     75.4499
PGC0045572 197.1930417  62.2712222     0.02703   0.0001067          HL     0.02794      -99.99          HL     0.02794         DIS   0.0001067         HEL    119.0205    122.3459    115.7855
PGC0045580 197.2262917  28.1835000     0.01997   1.401e-05          HL     0.02054      -99.99          HL     0.02054         DIS   1.401e-05         HEL     87.6423     89.4425     85.8784
PGC0045583 197.2262500  62.3061111    0.009507   9.173e-05          HL     0.01041      -99.99          HL     0.01041         DIS   9.173e-05         HEL     44.4465     44.9092     43.9886
PGC0045593 197.2735417  11.6338333     0.02516   0.0001221          HL     0.02549      -99.99          HL     0.02549         DIS   0.0001221         HEL    108.6425    111.4118    105.9420
PGC0045605 197.3088750  62.1747500     0.02786   9.573e-05          HL     0.02876      -99.99          HL     0.02876         DIS   9.573e-05         HEL    122.4070    125.9274    118.9849
PGC0045610 197.3308333  46.2450000     0.03573   0.0001041          HL     0.03651      -99.99          HL     0.03651         DIS   0.0001041         HEL    155.1543    160.8190    149.6891
PGC0045614 197.3472083   6.9960833     0.01207   2.135e-05          HL     0.01233      -99.99          HL     0.01233         DIS   2.135e-05         HEL     52.7593     53.4098     52.1167
PGC0045629 197.3828750   0.8571389     0.01816      -99.99         NED     0.01831      -99.99  NED-vir-HL     0.01831         DIS      -99.99        none     78.0825     79.5122     76.6785
PGC0045632 197.3880833   1.6730278     0.01886   4.303e-05          HL     0.01903      -99.99          HL     0.01903         DIS   4.303e-05         HEL     81.2701     82.8167     79.7524
PGC0045644 197.4210833  -1.0482500     0.02435      -99.99          HL     0.02448      -99.99          HL     0.02448         DIS      -99.99        none    104.4035    106.9593    101.9088
PGC0045655 197.4449583  55.4856111     0.02889   0.0001861          HL     0.02975      -99.99          HL     0.02975         DIS   0.0001861         HEL    126.6384    130.4059    122.9798
PGC0045658 197.4482500  28.9064722     0.01872   9.673e-06          HL     0.01931      -99.99          HL     0.01931         DIS   9.673e-06         HEL     82.3324     83.9223     80.7727
PGC0045668 197.4676250  28.3821389     0.02379      -99.99         NED     0.02437      -99.99  NED-vir-HL     0.02437         DIS      -99.99        none    103.7675    106.2963    101.2989
PGC0045684 197.5184583  34.1805278    0.002698   1.301e-05          HL    0.003347      -99.99          HL    0.003347         DIS   1.301e-05         HEL     14.3375     14.3855     14.2896
PGC0045700 197.5842917  32.4827500      0.0176   1.968e-05          HL     0.01822      -99.99          HL     0.01822         DIS   1.968e-05         HEL     77.6574     79.0723     76.2678
PGC0045719 197.6416667  34.6383333      0.0372   0.0001768          HL     0.03785      -99.99          HL     0.03785         DIS   0.0001768         HEL    160.8477    166.9358    154.9817
PGC0045728 197.6596667  36.6342222    0.003541   2.902e-05          HL    0.004221      -99.99          HL    0.004221         DIS   2.902e-05         HEL     17.9722     18.0481     17.8967
PGC0045737 197.7110417  49.8924444     0.02513      -99.99         NED     0.02595      -99.99  NED-vir-HL     0.02595         DIS      -99.99        none    110.5495    113.4182    107.7533
PGC0045739 197.6962917  50.0926667     0.03136   0.0001651          HL     0.03218      -99.99          HL     0.03218         DIS   0.0001651         HEL    136.9980    141.4066    132.7268
PGC0045741 197.6833333  11.7075278     0.01107   3.236e-05          HL     0.01141      -99.99          HL     0.01141         DIS   3.236e-05         HEL     48.7103     49.2661     48.1608
PGC0045749 197.7346250  37.0582778    0.003164   2.568e-05          HL    0.003849      -99.99          HL    0.003849         DIS   2.568e-05         HEL     16.4757     16.5391     16.4125
PGC0045750 197.7358333  11.4770000     0.01123   8.673e-06          HL     0.01156      -99.99          HL     0.01156         DIS   8.673e-06         HEL     49.3497     49.9202     48.7858
PGC0045755 197.7537500  35.5022222    0.002842      -99.99         NED      -99.99      -99.99        none    0.002842         HEL      -99.99        none     12.1988     12.2335     12.1642
PGC0045756 197.7569583  29.6364722     0.02355   6.538e-05          HL     0.02414      -99.99          HL     0.02414         DIS   6.538e-05         HEL    102.9195    105.4039    100.4936
PGC0045757 197.7576667  29.5778056     0.02428   2.101e-05          HL     0.02487      -99.99          HL     0.02487         DIS   2.101e-05         HEL    105.8874    108.5208    103.3179
PGC0045773 197.8256667  45.6607222     0.02834   0.0001218          HL     0.02912      -99.99          HL     0.02912         DIS   0.0001218         HEL    123.8882    127.4958    120.3826
PGC0045778 197.8448750  34.4175278     0.03684   8.439e-05          HL     0.03749      -99.99          HL     0.03749         DIS   8.439e-05         HEL    159.3720    165.3468    153.6130
PGC0045779 197.8472500   3.4113889     0.01015   1.668e-05          HL     0.01035      -99.99          HL     0.01035         DIS   1.668e-05         HEL     44.2333     44.6911     43.7802
PGC0045781 197.8649167  47.5492500     0.02903   2.535e-05          HL     0.02982      -99.99          HL     0.02982         DIS   2.535e-05         HEL    126.8499    130.6326    123.1768
PGC0045782 197.8598333  -0.2495556     0.01281   1.001e-05          HL     0.01295      -99.99          HL     0.01295         DIS   1.001e-05         HEL     55.3157     56.0320     54.6085
PGC0045787 197.8802917  36.2817500    0.003743   1.268e-05          HL    0.004419      -99.99          HL    0.004419         DIS   1.268e-05         HEL     18.8273     18.9105     18.7445
PGC0045798 197.9220000  50.2469167     0.01601   0.0002192          HL     0.01683      -99.99          HL     0.01683         DIS   0.0002192         HEL     71.9170     73.1274     70.7267
PGC0045807 197.9639583  60.2473056    0.006877   1.301e-05          HL    0.007769      -99.99          HL    0.007769         DIS   1.301e-05         HEL     33.1391     33.3966     32.8836
PGC0045814 197.9635000  40.8946667     0.01007   0.0001261          HL      0.0108      -99.99          HL      0.0108         DIS   0.0001261         HEL     46.1523     46.6507     45.6591
PGC0045828 198.0095000  44.8145278      -99.99      -99.99        none      -99.99      -99.99        none      -99.99        none      -99.99        none       -9999       -9999       -9999
PGC0045833 198.0268750  44.6785278     0.03537   0.0001394          HL     0.03614      -99.99          HL     0.03614         DIS   0.0001394         HEL    153.6777    159.2316    148.3175
PGC0045834 198.0270833  46.1962778     0.02831   4.703e-05          HL     0.02909      -99.99          HL     0.02909         DIS   4.703e-05         HEL    123.8882    127.4921    120.3861
PGC0045840 198.0263750   5.4757222    0.003046   1.101e-05          HL    0.003283      -99.99          HL    0.003283         DIS   1.101e-05         HEL     14.1236     14.1700     14.0774
PGC0045844 198.0361250   2.9894722     0.01012   1.101e-05          HL     0.01032      -99.99          HL     0.01032         DIS   1.101e-05         HEL     44.0201     44.4744     43.5704
PGC0045848 198.0467083  35.6717500    0.002719   1.067e-05          HL    0.003388      -99.99          HL    0.003388         DIS   1.067e-05         HEL     14.5513     14.6006     14.5022
PGC0045849 198.0489167  44.0370278    0.001353   1.101e-05          HL    0.002115      -99.99          HL    0.002115         DIS   1.101e-05         HEL      8.9899      9.0090      8.9710
PGC0045875 198.1390417   7.1842500    0.002989   2.235e-05          HL    0.003253      -99.99          HL    0.003253         DIS   2.235e-05         HEL     13.9098     13.9550     13.8647
PGC0045880 198.1569583  47.0633056     0.02915   0.0001164          HL     0.02994      -99.99          HL     0.02994         DIS   0.0001164         HEL    127.4845    131.3014    123.7786
PGC0045883 198.1664167  12.5996389     0.01121   1.101e-05          HL     0.01156      -99.99          HL     0.01156         DIS   1.101e-05         HEL     49.3497     49.9202     48.7858
PGC0045887 198.1869167  31.8090000     0.02116   1.301e-05          HL     0.02178      -99.99          HL     0.02178         DIS   1.301e-05         HEL     92.9495     94.9739     90.9682
PGC0045897 198.2454167  41.7863889    0.001765   0.0001351          HL    0.002504      -99.99          HL    0.002504         DIS   0.0001351         HEL     10.7014     10.7282     10.6747
PGC0045905 198.2429583  31.2581389     0.02029   4.103e-05          HL      0.0209      -99.99          HL      0.0209         DIS   4.103e-05         HEL     89.1286     90.9914     87.3040
PGC0045915 198.2921250  50.5756111     0.02968   4.703e-05          HL      0.0305      -99.99          HL      0.0305         DIS   4.703e-05         HEL    129.8108    133.7701    125.9688
PGC0045920 198.2922917   9.6903056     0.01346   0.0001634          HL     0.01376      -99.99          HL     0.01376         DIS   0.0001634         HEL     58.7233     59.5313     57.9262
PGC0045921 198.3064583  33.9838611      0.0352   7.972e-05          HL     0.03585      -99.99          HL     0.03585         DIS   7.972e-05         HEL    152.4118    157.8758    147.1370
PGC0045927 198.3245417  36.2142222    0.003152   1.401e-05          HL    0.003829      -99.99          HL    0.003829         DIS   1.401e-05         HEL     16.4757     16.5388     16.4129
PGC0045934 198.3554167  33.2900000     0.01596   2.402e-05          HL     0.01661      -99.99          HL     0.01661         DIS   2.402e-05         HEL     70.8536     72.0305     69.6960
PGC0045936 198.3375417   6.0614167     0.02354   5.537e-05          HL     0.02379      -99.99          HL     0.02379         DIS   5.537e-05         HEL    101.4352    103.8483     99.0781
PGC0045938 198.3389167  30.3195833     0.01623   1.501e-05          HL     0.01684      -99.99          HL     0.01684         DIS   1.501e-05         HEL     71.9170     73.1281     70.7260
PGC0045939 198.3447083  46.3203333   0.0005477   1.735e-05          HL    0.001333      -99.99          HL    0.001333         DIS   1.735e-05         HEL      5.7801      5.7878      5.7724
PGC0045948 198.3649583  36.5935833    0.002923   1.067e-05          HL    0.003604      -99.99          HL    0.003604         DIS   1.067e-05         HEL     15.4066     15.4622     15.3513
PGC0045992 198.4754583  42.2087778    0.001989   2.535e-05          HL    0.002734      -99.99          HL    0.002734         DIS   2.535e-05         HEL     11.7710     11.8032     11.7389
PGC0046009 198.5042917  36.3183333    0.003108   3.936e-05          HL    0.003787      -99.99          HL    0.003787         DIS   3.936e-05         HEL     16.2619     16.3235     16.2006
PGC0046039 198.6160833  45.9199444   0.0006464   1.468e-05          HL    0.001428      -99.99          HL    0.001428         DIS   1.468e-05         HEL      6.2082      6.2170      6.1993
PGC0046041 198.6275833  35.3863611    0.007989      -99.99         NED    0.008657      -99.99  NED-vir-HL    0.008657         DIS      -99.99        none     36.9807     37.3009     36.6634
PGC0046046 198.6356667  30.7054722     0.02494   1.401e-05          HL     0.02555      -99.99          HL     0.02555         DIS   1.401e-05         HEL    108.8544    111.6356    106.1425
PGC0046065 198.7016250  34.8810000    0.002861   2.402e-05          HL    0.003523      -99.99          HL    0.003523         DIS   2.402e-05         HEL     14.9790     15.0318     14.9264
PGC0046077 198.7534583  12.7243889     0.02541   2.402e-05          HL     0.02576      -99.99          HL     0.02576         DIS   2.402e-05         HEL    109.7020    112.5279    106.9470
PGC0046089 198.7750000   3.0450278     0.02176   3.836e-05          HL     0.02196      -99.99          HL     0.02196         DIS   3.836e-05         HEL     93.5862     95.6413     91.5752
PGC0046092 198.7810417  34.3282500     0.03808      -99.99         NED     0.03874      -99.99  NED-vir-HL     0.03874         DIS      -99.99        none    164.6416    171.0198    158.5012
PGC0046093 198.7833333  42.0002778    0.001294      -99.99         NED      -99.99      -99.99        none    0.001294         HEL      -99.99        none      5.5661      5.5733      5.5589
PGC0046127 198.8745000  47.4996111   0.0008629   6.338e-06          HL    0.001661      -99.99          HL    0.001661         DIS   6.338e-06         HEL      7.0642      7.0759      7.0525
PGC0046131 198.8955417  29.6756389     0.02209   7.805e-05          HL     0.02268      -99.99          HL     0.02268         DIS   7.805e-05         HEL     96.7689     98.9636     94.6229
PGC0046138 198.9238750   2.8792778      0.0197   9.306e-05          HL      0.0199      -99.99          HL      0.0199         DIS   9.306e-05         HEL     84.8815     86.5707     83.2253
PGC0046152 198.9565417  56.8084722     0.03791   0.0001101          HL     0.03878      -99.99          HL     0.03878         DIS   0.0001101         HEL    164.8523    171.2453    158.6980
PGC0046153 198.9553333  42.0295833    0.001694   8.673e-06          HL    0.002438      -99.99          HL    0.002438         DIS   8.673e-06         HEL     10.4875     10.5131     10.4620
PGC0046171 199.0155417  35.0432500     0.02318   1.801e-05          HL     0.02385      -99.99          HL     0.02385         DIS   1.801e-05         HEL    101.6472    104.0715     99.2794
PGC0046180 199.0521667  30.9495833     0.01866   1.801e-05          HL     0.01928      -99.99          HL     0.01928         DIS   1.801e-05         HEL     82.3324     83.9198     80.7751
PGC0046202 199.1162917  31.0314167     0.01961   4.536e-05          HL     0.02023      -99.99          HL     0.02023         DIS   4.536e-05         HEL     86.3682     88.1154     84.6556
PGC0046206 199.1250000  52.9333333      0.0328   0.0001624          HL     0.03364      -99.99          HL     0.03364         DIS   0.0001624         HEL    143.1241    147.9388    138.4661
PGC0046218 199.1481250  -2.0912778      0.0189   1.067e-05          HL     0.01901      -99.99          HL     0.01901         DIS   1.067e-05         HEL     81.0576     82.5985     79.5455
PGC0046250 199.2566667   6.3571111     0.02379   6.938e-05          HL     0.02405      -99.99          HL     0.02405         DIS   6.938e-05         HEL    102.4954    104.9604    100.0883
PGC0046262 199.2669167   8.3991111     0.02394   2.802e-05          HL     0.02423      -99.99          HL     0.02423         DIS   2.802e-05         HEL    103.3435    105.8475    100.8987
PGC0046263 199.2818750  57.5392222    0.009285   0.0001181          HL     0.01016      -99.99          HL     0.01016         DIS   0.0001181         HEL     43.3803     43.8211     42.9440
PGC0046278 199.3175833   6.0374722     0.02081   3.336e-05          HL     0.02106      -99.99          HL     0.02106         DIS   3.336e-05         HEL     89.7655     91.6560     87.9140
PGC0046293 199.3777500  31.0921944     0.01851   1.067e-05          HL     0.01913      -99.99          HL     0.01913         DIS   1.067e-05         HEL     81.6950     83.2579     80.1616
PGC0046319 199.4970833  -0.3116667     0.03324      -99.99         NED     0.03339      -99.99  NED-vir-HL     0.03339         DIS      -99.99        none    142.0682    146.8118    137.4778
PGC0046321 199.4944167   4.4035278     0.02082   3.602e-05          HL     0.02104      -99.99          HL     0.02104         DIS   3.602e-05         HEL     89.7655     91.6542     87.9158
PGC0046336 199.5416250  -1.2436111     0.01913   1.067e-05          HL     0.01926      -99.99          HL     0.01926         DIS   1.067e-05         HEL     82.1200     83.7016     80.5682
PGC0046342 199.5773750   6.3356944     0.02313   9.607e-05          HL     0.02338      -99.99          HL     0.02338         DIS   9.607e-05         HEL     99.7386    102.0705     97.4600
PGC0046354 199.6073750  31.4687222     0.01869   1.601e-05          HL     0.01932      -99.99          HL     0.01932         DIS   1.601e-05         HEL     82.3324     83.9231     80.7719
PGC0046355 199.6016667  32.8443611     0.03692      -99.99         NED     0.03756      -99.99  NED-vir-HL     0.03756         DIS      -99.99        none    159.5828    165.5767    153.8059
PGC0046372 199.6445000  47.1317222     0.02805   0.0001131          HL     0.02884      -99.99          HL     0.02884         DIS   0.0001131         HEL    122.8302    126.3726    119.3871
PGC0046386 199.6872083  41.9500833    0.004219   1.201e-05          HL    0.004965      -99.99          HL    0.004965         DIS   1.201e-05         HEL     21.1783     21.2835     21.0737
PGC0046413 199.7627083  39.5893056     0.02383   2.535e-05          HL     0.02455      -99.99          HL     0.02455         DIS   2.535e-05         HEL    104.6155    107.1838    102.1087
PGC0046427 199.7847500  28.5066667     0.02222   8.673e-06          HL     0.02281      -99.99          HL     0.02281         DIS   8.673e-06         HEL     97.1932     99.4102     95.0257
PGC0046472 199.9067917  40.3868056     0.02382   0.0001231          HL     0.02455      -99.99          HL     0.02455         DIS   0.0001231         HEL    104.6155    107.1838    102.1087
PGC0046507 200.0042917  31.9808889     0.01818   8.739e-05          HL     0.01882      -99.99          HL     0.01882         DIS   8.739e-05         HEL     80.2077     81.7172     78.7261
PGC0046530 200.0779167  50.7201111    0.008333   0.0001851          HL    0.009162      -99.99          HL    0.009162         DIS   0.0001851         HEL     39.1144     39.4727     38.7593
PGC0046534 200.0849583   6.3360833     0.03991   3.569e-05          HL     0.04017      -99.99          HL     0.04017         DIS   3.569e-05         HEL    170.5402    177.3908    163.9542
PGC0046548 200.1162083  14.5340556     0.02874    4.87e-05          HL     0.02912      -99.99          HL     0.02912         DIS    4.87e-05         HEL    123.8882    127.4958    120.3826
PGC0046556 200.1343750   5.4072222    0.003215   1.001e-05          HL    0.003459      -99.99          HL    0.003459         DIS   1.001e-05         HEL     14.7652     14.8162     14.7143
PGC0046560 200.1470833  34.1394444     0.02338   6.705e-05          HL     0.02404      -99.99          HL     0.02404         DIS   6.705e-05         HEL    102.4954    104.9594    100.0893
PGC0046561 200.1539583  -2.2896111     0.01934   7.005e-05          HL     0.01945      -99.99          HL     0.01945         DIS   7.005e-05         HEL     82.9698     84.5835     81.3868
PGC0046601 200.2525417  35.7782500     0.01774   3.569e-05          HL     0.01842      -99.99          HL     0.01842         DIS   3.569e-05         HEL     78.5076     79.9537     77.0876
PGC0046617 200.3045833  31.2216111     0.01694   1.568e-05          HL     0.01757      -99.99          HL     0.01757         DIS   1.568e-05         HEL     74.8939     76.2098     73.6008
PGC0046633 200.3463750   0.3420278      0.0186   1.868e-05          HL     0.01876      -99.99          HL     0.01876         DIS   1.868e-05         HEL     79.9952     81.4959     78.5221
PGC0046636 200.3538750  38.5380556    0.003154   1.201e-05          HL    0.003865      -99.99          HL    0.003865         DIS   1.201e-05         HEL     16.4757     16.5394     16.4123
