PGC_name         RA        DEC          z_hel   z_hel_err   z_hel_cat       z_dis   z_dis_err   z_dis_cat       z_all  z_all_type  z_all_err  z_all_err_type   D_com       D_lum      D_diam
PGC0026642 141.0265833  62.0296944    0.004923   0.0002735          HL    0.005697      -99.99          HL    0.005697         DIS   0.0002735         HEL     24.3835     24.5224     24.2453
PGC0026643 141.0607083  11.1105556     0.01152   0.0001271          HL     0.01158      -99.99          HL     0.01158         DIS   0.0001271         HEL     49.5628     50.1368     48.9955
PGC0026649 141.0777500  34.5135278    0.005627   1.434e-05          HL    0.006056      -99.99          HL    0.006056         DIS   1.434e-05         HEL     25.8788     26.0356     25.7231
PGC0026663 141.1420833  34.6593333    0.006125   2.101e-05          HL    0.006557      -99.99          HL    0.006557         DIS   2.101e-05         HEL     28.0147     28.1984     27.8322
PGC0026666 141.1573750  49.3568889     0.01629   2.202e-05          HL     0.01692      -99.99          HL     0.01692         DIS   2.202e-05         HEL     72.1297     73.3501     70.9296
PGC0026685 141.2222917  41.0598611     0.01413   5.104e-05          HL     0.01465      -99.99          HL     0.01465         DIS   5.104e-05         HEL     62.5554     63.4719     61.6522
PGC0026721 141.3536250  11.0738056     0.01068   2.602e-05          HL     0.01074      -99.99          HL     0.01074         DIS   2.602e-05         HEL     45.9391     46.4324     45.4509
PGC0026727 141.4274583  34.8561389     0.01625   6.004e-06          HL     0.01669      -99.99          HL     0.01669         DIS   6.004e-06         HEL     71.2790     72.4687     70.1089
PGC0026733 141.4276667  11.4325278     0.01066      -99.99         NED     0.01072      -99.99  NED-vir-HL     0.01072         DIS      -99.99        none     45.7259     46.2160     45.2409
PGC0026739 141.4479583   2.0893056     0.02433   8.506e-05          HL     0.02423      -99.99          HL     0.02423         DIS   8.506e-05         HEL    103.3435    105.8475    100.8987
PGC0026740 141.4475833  11.4251389     0.01262   1.668e-05          HL     0.01268      -99.99          HL     0.01268         DIS   1.668e-05         HEL     54.2506     54.9385     53.5713
PGC0026752 141.5064167  34.6535556    0.005402   2.368e-05          HL    0.005834      -99.99          HL    0.005834         DIS   2.368e-05         HEL     25.0244     25.1704     24.8792
PGC0026759 141.5398750  49.3101111     0.02692   9.173e-05          HL     0.02756      -99.99          HL     0.02756         DIS   9.173e-05         HEL    117.3269    120.5604    114.1801
PGC0026762 141.5717917   3.1346944     0.01387   3.136e-05          HL      0.0138      -99.99          HL      0.0138         DIS   3.136e-05         HEL     58.9362     59.7495     58.1339
PGC0026766 141.5703333  61.3814722     0.03936   6.605e-05          HL     0.04013      -99.99          HL     0.04013         DIS   6.605e-05         HEL    170.5402    177.3840    163.9605
PGC0026785 141.6657917  45.8473056     0.01439   0.0001014          HL     0.01498      -99.99          HL     0.01498         DIS   0.0001014         HEL     64.0454     65.0048     63.1001
PGC0026787 141.6865833   1.1540000     0.01699   2.602e-05          HL     0.01689      -99.99          HL     0.01689         DIS   2.602e-05         HEL     72.1297     73.3480     70.9317
PGC0026817 141.8479167  30.4408611     0.02692   1.634e-05          HL     0.02729      -99.99          HL     0.02729         DIS   1.634e-05         HEL    116.2682    119.4412    113.1795
PGC0026822 141.8709167  40.8298056     0.01448   0.0001791          HL       0.015      -99.99          HL       0.015         DIS   0.0001791         HEL     64.0454     65.0060     63.0989
PGC0026854 141.9705833  29.9857778     0.02667   6.538e-05          HL     0.02704      -99.99          HL     0.02704         DIS   6.538e-05         HEL    115.2094    118.3247    112.1762
PGC0026856 141.9745000  57.3753333     0.01072   3.536e-05          HL     0.01145      -99.99          HL     0.01145         DIS   3.536e-05         HEL     48.9234     49.4836     48.3696
PGC0026871 142.0482917  64.9342778     0.01737   2.035e-05          HL     0.01817      -99.99          HL     0.01817         DIS   2.035e-05         HEL     77.4449     78.8520     76.0628
PGC0026873 142.0412917  44.6650278     0.02557      -99.99         NED     0.02615      -99.99  NED-vir-HL     0.02615         DIS      -99.99        none    111.3969    114.3099    108.5581
PGC0026895 142.1567917  38.5388611     0.01216   3.469e-05          HL     0.01265      -99.99          HL     0.01265         DIS   3.469e-05         HEL     54.0375     54.7211     53.3625
PGC0026899 142.2077083  51.5598333    0.001707   5.204e-05          HL     0.00237      -99.99          HL     0.00237         DIS   5.204e-05         HEL     10.0597     10.0835     10.0359
PGC0026903 142.2308333  49.2383611    0.009083   2.035e-05          HL    0.009718      -99.99          HL    0.009718         DIS   2.035e-05         HEL     41.4609     41.8638     41.0618
PGC0026904 142.2751250  66.4578056     0.01146   4.036e-05          HL     0.01227      -99.99          HL     0.01227         DIS   4.036e-05         HEL     52.3331     52.9753     51.6988
PGC0026932 142.3761250   7.7181667    0.007138   2.202e-05          HL    0.007143      -99.99          HL    0.007143         DIS   2.202e-05         HEL     30.5772     30.7957     30.3604
PGC0026939 142.3946667  62.4903611    0.005364      -99.99         NED    0.006145      -99.99  NED-vir-HL    0.006145         DIS      -99.99        none     26.3061     26.4677     26.1454
PGC0026950 142.4430833   2.0642778     0.01187   4.536e-05          HL     0.01178      -99.99          HL     0.01178         DIS   4.536e-05         HEL     50.4153     51.0092     49.8283
PGC0026959 142.5311250  60.1396111     0.01071   4.036e-05          HL     0.01147      -99.99          HL     0.01147         DIS   4.036e-05         HEL     48.9234     49.4846     48.3687
PGC0026970 142.5492917  55.8521111     0.02515   2.535e-05          HL     0.02587      -99.99          HL     0.02587         DIS   2.535e-05         HEL    110.1257    112.9747    107.3486
PGC0026974 142.5626667   4.1438333     0.01783   2.135e-05          HL     0.01778      -99.99          HL     0.01778         DIS   2.135e-05         HEL     75.9569     77.3074     74.6300
PGC0026979 142.5703750  29.5400278    0.005678   1.868e-05          HL    0.006037      -99.99          HL    0.006037         DIS   1.868e-05         HEL     25.8788     26.0351     25.7235
PGC0026982 142.5730417  26.6418056      0.0458   0.0001244          HL     0.04611      -99.99          HL     0.04611         DIS   0.0001244         HEL    195.5703    204.5881    186.9501
PGC0026998 142.6501667   6.1218889      -99.99      -99.99        none      -99.99      -99.99        none      -99.99        none      -99.99        none       -9999       -9999       -9999
PGC0027016 142.7833333  46.3842222     0.01689   0.0001401          HL     0.01749      -99.99          HL     0.01749         DIS   0.0001401         HEL     74.6813     75.9875     73.3976
PGC0027029 142.8423333  67.7816111     0.02126      -99.99         NED     0.02208      -99.99  NED-vir-HL     0.02208         DIS      -99.99        none     94.2228     96.3032     92.1873
PGC0027041 142.8928750  67.6246111       0.022   0.0001701          HL     0.02283      -99.99          HL     0.02283         DIS   0.0001701         HEL     97.4054     99.6291     95.2312
PGC0027047 142.9030417  41.3171944     0.03519   5.904e-05          HL     0.03572      -99.99          HL     0.03572         DIS   5.904e-05         HEL    151.7789    157.2004    146.5443
PGC0027049 142.9236667   4.4998889     0.01811   0.0001191          HL     0.01806      -99.99          HL     0.01806         DIS   0.0001191         HEL     77.0198     78.4107     75.6535
PGC0027059 142.9405417   3.7290833     0.01074   1.968e-05          HL     0.01068      -99.99          HL     0.01068         DIS   1.968e-05         HEL     45.7259     46.2142     45.2427
PGC0027064 142.9714583  29.7947500     0.04244   0.0001434          HL      0.0428      -99.99          HL      0.0428         DIS   0.0001434         HEL    181.6959    189.4725    174.2385
PGC0027074 143.0263333   8.4414722    0.007143   1.901e-05          HL    0.007163      -99.99          HL    0.007163         DIS   1.901e-05         HEL     30.5772     30.7963     30.3598
PGC0027079 143.0520833  68.4398056     0.01299   4.036e-05          HL     0.01382      -99.99          HL     0.01382         DIS   4.036e-05         HEL     58.9362     59.7507     58.1328
PGC0027091 143.1528750  51.8722222     0.00191   1.268e-05          HL    0.002579      -99.99          HL    0.002579         DIS   1.268e-05         HEL     11.1293     11.1580     11.1007
PGC0027108 143.2118750  59.7443889     0.04001   7.138e-05          HL     0.04076      -99.99          HL     0.04076         DIS   7.138e-05         HEL    173.0671    180.1213    166.2892
PGC0027111 143.2209583  67.6172500     0.02282   7.005e-05          HL     0.02365      -99.99          HL     0.02365         DIS   7.005e-05         HEL    100.7990    103.1829     98.4702
PGC0027121 143.2655000  29.9280556     0.02451   2.035e-05          HL     0.02488      -99.99          HL     0.02488         DIS   2.035e-05         HEL    106.0993    108.7391    103.5237
PGC0027154 143.4245833  39.9838889     0.01447   8.339e-05          HL     0.01499      -99.99          HL     0.01499         DIS   8.339e-05         HEL     64.0454     65.0054     63.0995
PGC0027166 143.4610000  44.2565278     0.01122   0.0001334          HL     0.01179      -99.99          HL     0.01179         DIS   0.0001334         HEL     50.4153     51.0097     49.8278
PGC0027169 143.4672500  46.8634167     0.02686   9.407e-05          HL     0.02747      -99.99          HL     0.02747         DIS   9.407e-05         HEL    116.9034    120.1148    113.7779
PGC0027219 143.6608333   5.8416667     0.01839   2.335e-05          HL     0.01837      -99.99          HL     0.01837         DIS   2.335e-05         HEL     78.2950     79.7333     76.8827
PGC0027248 143.7807500   5.1198333    0.006684   1.468e-05          HL    0.006652      -99.99          HL    0.006652         DIS   1.468e-05         HEL     28.4419     28.6311     28.2539
PGC0027261 143.8332500  35.9136944    0.005297   1.134e-05          HL    0.005757      -99.99          HL    0.005757         DIS   1.134e-05         HEL     24.5971     24.7387     24.4563
PGC0027266 143.8600000  29.8127778       0.027   3.069e-05          HL     0.02737      -99.99          HL     0.02737         DIS   3.069e-05         HEL    116.4799    119.6680    113.3768
PGC0027282 143.9339583  31.7053889     0.02281      -99.99         NED     0.02321      -99.99  NED-vir-HL     0.02321         DIS      -99.99        none     98.8902    101.1855     96.6470
PGC0027331 144.1094583  -0.5707778     0.01293   0.0002202          HL     0.01281      -99.99          HL     0.01281         DIS   0.0002202         HEL     54.6766     55.3770     53.9851
PGC0027358 144.2194167  66.7881389     0.02261   0.0001735          HL     0.02343      -99.99          HL     0.02343         DIS   0.0001735         HEL     99.9507    102.2925     97.6625
PGC0027361 144.2192500  37.6946944     0.01455   2.035e-05          HL     0.01504      -99.99          HL     0.01504         DIS   2.035e-05         HEL     64.2582     65.2246     63.3061
PGC0027362 144.2386250  66.5485556     0.02275   8.673e-05          HL     0.02357      -99.99          HL     0.02357         DIS   8.673e-05         HEL    100.3749    102.7407     98.0635
PGC0027416 144.4390000  37.0885278      -99.99      -99.99        none      -99.99      -99.99        none      -99.99        none      -99.99        none       -9999       -9999       -9999
PGC0027423 144.4377083   2.7473056      0.0227   7.939e-05          HL     0.02263      -99.99          HL     0.02263         DIS   7.939e-05         HEL     96.5568     98.7418     94.4200
PGC0027472 144.5979583  43.5089444     0.01477   0.0001187          HL     0.01533      -99.99          HL     0.01533         DIS   0.0001187         HEL     65.5350     66.5397     64.5456
PGC0027477 144.6280833   2.5730000     0.02341   0.0001354          HL     0.02334      -99.99          HL     0.02334         DIS   0.0001354         HEL     99.5265    101.8495     97.2566
PGC0027504 144.7039583   7.7738056     0.02257   3.436e-05          HL     0.02259      -99.99          HL     0.02259         DIS   3.436e-05         HEL     96.3446     98.5210     94.2163
PGC0027518 144.7467083   6.9556111     0.01662   1.868e-05          HL     0.01662      -99.99          HL     0.01662         DIS   1.868e-05         HEL     70.8536     72.0312     69.6953
PGC0027527 144.7833333  34.0065556     0.01477   1.101e-05          HL      0.0152      -99.99          HL      0.0152         DIS   1.101e-05         HEL     64.8966     65.8831     63.9250
PGC0027533 144.8251250  32.3107778     0.02277    5.47e-05          HL     0.02318      -99.99          HL     0.02318         DIS    5.47e-05         HEL     98.8902    101.1825     96.6499
PGC0027546 144.8596667  32.3650833     0.02287   3.936e-05          HL     0.02329      -99.99          HL     0.02329         DIS   3.936e-05         HEL     99.3144    101.6275     97.0540
PGC0027547 144.8517917  32.3626111     0.02201   0.0001234          HL     0.02242      -99.99          HL     0.02242         DIS   0.0001234         HEL     95.4959     97.6370     93.4019
PGC0027549 144.8632083  38.4296944      0.0196   2.268e-05          HL      0.0201      -99.99          HL      0.0201         DIS   2.268e-05         HEL     85.7311     87.4543     84.0418
PGC0027558 144.8897500  11.5094722     0.01966   1.634e-05          HL     0.01974      -99.99          HL     0.01974         DIS   1.634e-05         HEL     84.2443     85.9073     82.6135
PGC0027619 145.1519167   3.5768333     0.01646   3.069e-05          HL     0.01641      -99.99          HL     0.01641         DIS   3.069e-05         HEL     70.0028     71.1516     68.8726
PGC0027620 145.1740000  11.8881667     0.02222   2.368e-05          HL     0.02231      -99.99          HL     0.02231         DIS   2.368e-05         HEL     95.0716     97.1926     92.9968
PGC0027630 145.2072500  11.5516944     0.02239   3.436e-05          HL     0.02247      -99.99          HL     0.02247         DIS   3.436e-05         HEL     95.7081     97.8587     93.6048
PGC0027635 145.2250000   5.1663056    0.006564   2.068e-05          HL     0.00654      -99.99          HL     0.00654         DIS   2.068e-05         HEL     28.0147     28.1980     27.8327
PGC0027662 145.3043333  61.0612222     0.02649   5.737e-05          HL     0.02727      -99.99          HL     0.02727         DIS   5.737e-05         HEL    116.0564    119.2213    112.9756
PGC0027665 145.3192917  10.6466389     0.01937   5.971e-05          HL     0.01944      -99.99          HL     0.01944         DIS   5.971e-05         HEL     82.9698     84.5827     81.3876
PGC0027681 145.3845417  11.4128333     0.02081   1.501e-05          HL     0.02089      -99.99          HL     0.02089         DIS   1.501e-05         HEL     89.1286     90.9905     87.3048
PGC0027709 145.4675833  48.6706667    0.008653   1.368e-05          HL     0.00929      -99.99          HL     0.00929         DIS   1.368e-05         HEL     39.7544     40.1237     39.3885
PGC0027716 145.4873750  12.2959722     0.02253   7.672e-05          HL     0.02263      -99.99          HL     0.02263         DIS   7.672e-05         HEL     96.5568     98.7418     94.4200
PGC0027723 145.5152500   0.3361111     0.00631   1.368e-05          HL    0.006207      -99.99          HL    0.006207         DIS   1.368e-05         HEL     26.5197     26.6843     26.3561
PGC0027753 145.6041667   4.2831944     0.02897   8.406e-05          HL     0.02893      -99.99          HL     0.02893         DIS   8.406e-05         HEL    123.2534    126.8191    119.7879
PGC0027765 145.6469167  58.8510833    0.004438   8.206e-05          HL    0.005191      -99.99          HL    0.005191         DIS   8.206e-05         HEL     22.2468     22.3623     22.1319
PGC0027777 145.7259167  31.8468056    0.004396   1.067e-05          HL    0.004803      -99.99          HL    0.004803         DIS   1.067e-05         HEL     20.5372     20.6358     20.4390
PGC0027780 145.7298750  28.9815000      0.0284   2.969e-05          HL     0.02877      -99.99          HL     0.02877         DIS   2.969e-05         HEL    122.4070    125.9286    118.9838
PGC0027784 145.7279167   9.4836111     0.01072      -99.99         NED     0.01077      -99.99  NED-vir-HL     0.01077         DIS      -99.99        none     45.9391     46.4338     45.4496
PGC0027785 145.7462500  33.2667222    0.001832   2.568e-05          HL     0.00226      -99.99          HL     0.00226         DIS   2.568e-05         HEL      9.6318      9.6536      9.6101
PGC0027789 145.7592917  37.8230833     0.02194   5.904e-05          HL     0.02243      -99.99          HL     0.02243         DIS   5.904e-05         HEL     95.7081     97.8548     93.6085
PGC0027800 145.8002500  31.9283056    0.005166   4.136e-05          HL    0.005574      -99.99          HL    0.005574         DIS   4.136e-05         HEL     23.7425     23.8748     23.6109
PGC0027803 145.8005417   0.4139167     0.02522   3.469e-05          HL     0.02512      -99.99          HL     0.02512         DIS   3.469e-05         HEL    106.9471    109.6336    104.3264
PGC0027813 145.8298750  36.2478889     0.02247   6.671e-05          HL     0.02294      -99.99          HL     0.02294         DIS   6.671e-05         HEL     97.8296    100.0738     95.6357
PGC0027826 145.8812083  34.0420833     0.02837   2.602e-05          HL     0.02881      -99.99          HL     0.02881         DIS   2.602e-05         HEL    122.6186    126.1512    119.1848
PGC0027827 145.8794167  31.9769722    0.005476   5.871e-05          HL    0.005886      -99.99          HL    0.005886         DIS   5.871e-05         HEL     25.2380     25.3865     25.0903
PGC0027830 145.8885000  39.4149444     0.04057   0.0001735          HL     0.04109      -99.99          HL     0.04109         DIS   0.0001735         HEL    174.5409    181.7127    167.6520
PGC0027843 145.9420833  36.1793056     0.02264   7.472e-05          HL     0.02311      -99.99          HL     0.02311         DIS   7.472e-05         HEL     98.4660    100.7415     96.2418
PGC0027859 145.9877500  42.6724167     0.01764   0.0001017          HL      0.0182      -99.99          HL      0.0182         DIS   0.0001017         HEL     77.6574     79.0708     76.2693
PGC0027860 145.9897083  41.6871667     0.01718   9.306e-05          HL     0.01773      -99.99          HL     0.01773         DIS   9.306e-05         HEL     75.7443     77.0873     74.4248
PGC0027875 146.0301250  -0.6582778    0.004974   2.168e-05          HL    0.004858      -99.99          HL    0.004858         DIS   2.168e-05         HEL     20.7509     20.8517     20.6506
PGC0027893 146.1464583  55.7626667     0.02544   2.001e-05          HL     0.02616      -99.99          HL     0.02616         DIS   2.001e-05         HEL    111.3969    114.3110    108.5570
PGC0027925 146.2361250  31.0976389     0.03471   2.101e-05          HL     0.03511      -99.99          HL     0.03511         DIS   2.101e-05         HEL    149.2465    154.4866    144.1842
PGC0027935 146.2675000  32.2383889    0.001792   3.369e-05          HL    0.002207      -99.99          HL    0.002207         DIS   3.369e-05         HEL      9.4178      9.4386      9.3971
PGC0027939 146.2845833  68.5947222      0.0148   2.869e-05          HL     0.01564      -99.99          HL     0.01564         DIS   2.869e-05         HEL     66.8118     67.8567     65.7829
PGC0027944 146.3021250  53.6865000      0.0376   0.0001064          HL     0.03829      -99.99          HL     0.03829         DIS   0.0001064         HEL    162.7448    168.9763    156.7431
PGC0027946 146.3100000   9.1100000     0.01829   1.134e-05          HL     0.01834      -99.99          HL     0.01834         DIS   1.134e-05         HEL     78.2950     79.7310     76.8850
PGC0027958 146.3416667  68.6086111     0.01501      -99.99         NED     0.01585      -99.99  NED-vir-HL     0.01585         DIS      -99.99        none     67.6628     68.7353     66.6071
PGC0027968 146.3757500   6.3768056      0.0103   6.004e-06          HL      0.0103      -99.99          HL      0.0103         DIS   6.004e-06         HEL     44.0201     44.4735     43.5713
PGC0027981 146.4222500   4.9422778     0.01248   2.068e-05          HL     0.01246      -99.99          HL     0.01246         DIS   2.068e-05         HEL     53.1854     53.8481     52.5308
PGC0027987 146.4392083  33.8703056     0.02245   6.471e-05          HL     0.02289      -99.99          HL     0.02289         DIS   6.471e-05         HEL     97.6175     99.8520     95.4330
PGC0027993 146.4584583  28.4727778     0.02479   1.568e-05          HL     0.02515      -99.99          HL     0.02515         DIS   1.568e-05         HEL    107.1591    109.8541    104.5301
PGC0027997 146.4680417   2.9778611    0.006348   3.936e-05          HL    0.006294      -99.99          HL    0.006294         DIS   3.936e-05         HEL     26.9468     27.1164     26.7783
PGC0027998 146.4731250  -0.2685278    0.006161   0.0001041          HL    0.006053      -99.99          HL    0.006053         DIS   0.0001041         HEL     25.8788     26.0355     25.7231
PGC0028009 146.5147500   4.4033611     0.01665   6.638e-05          HL     0.01662      -99.99          HL     0.01662         DIS   6.638e-05         HEL     70.8536     72.0312     69.6953
PGC0028010 146.5152917   1.6682222     0.00624   2.001e-05          HL    0.006164      -99.99          HL    0.006164         DIS   2.001e-05         HEL     26.3061     26.4682     26.1449
PGC0028018 146.6012083  68.9576667     0.01482   2.068e-05          HL     0.01567      -99.99          HL     0.01567         DIS   2.068e-05         HEL     66.8118     67.8587     65.7810
PGC0028026 146.5718333   5.7084444     0.01028   1.167e-05          HL     0.01027      -99.99          HL     0.01027         DIS   1.167e-05         HEL     43.8068     44.2567     43.3615
PGC0028032 146.5845417   3.0453333     0.02004   0.0001241          HL     0.01999      -99.99          HL     0.01999         DIS   0.0001241         HEL     85.3063     87.0116     83.6344
PGC0028033 146.5876250   3.0714444     0.01997   2.135e-05          HL     0.01991      -99.99          HL     0.01991         DIS   2.135e-05         HEL     84.8815     86.5715     83.2245
PGC0028054 146.6448750  42.1913611    0.007861   0.0002648          HL    0.008419      -99.99          HL    0.008419         DIS   0.0002648         HEL     35.9138     36.2161     35.6139
PGC0028099 146.7685833  42.5210000     0.01773    9.84e-05          HL      0.0183      -99.99          HL      0.0183         DIS    9.84e-05         HEL     78.0825     79.5114     76.6793
PGC0028101 146.7726667   0.9633333    0.006172   6.004e-06          HL    0.006086      -99.99          HL    0.006086         DIS   6.004e-06         HEL     26.0924     26.2512     25.9346
PGC0028120 146.8144583  67.9175278   2.101e-05   1.301e-05          HL   0.0008573      -99.99          HL   0.0008573         DIS   1.301e-05         HEL      3.6397      3.6428      3.6366
PGC0028126 146.8345417  46.6098889     0.01563   1.001e-05          HL     0.01625      -99.99          HL     0.01625         DIS   1.001e-05         HEL     69.3647     70.4919     68.2556
PGC0028148 146.9393333   2.6264167    0.006253   5.671e-06          HL    0.006196      -99.99          HL    0.006196         DIS   5.671e-06         HEL     26.5197     26.6840     26.3564
PGC0028186 147.1497500  33.4213056    0.004939   7.338e-06          HL    0.005375      -99.99          HL    0.005375         DIS   7.338e-06         HEL     22.8879     23.0109     22.7655
PGC0028196 147.1817500  44.0806944     0.01596   2.869e-05          HL     0.01654      -99.99          HL     0.01654         DIS   2.869e-05         HEL     70.6409     71.8093     69.4916
PGC0028197 147.2004167  64.1668611     0.01009   2.035e-05          HL      0.0109      -99.99          HL      0.0109         DIS   2.035e-05         HEL     46.5786     47.0863     46.0764
PGC0028225 147.3203750  69.4224167     0.01128   6.238e-05          HL     0.01213      -99.99          HL     0.01213         DIS   6.238e-05         HEL     51.9070     52.5366     51.2849
PGC0028240 147.3457500   1.1448611     0.02524   1.434e-05          HL     0.02516      -99.99          HL     0.02516         DIS   1.434e-05         HEL    107.1591    109.8552    104.5291
PGC0028259 147.4225000  32.2205278    0.005134   1.434e-05          HL    0.005553      -99.99          HL    0.005553         DIS   1.434e-05         HEL     23.7425     23.8743     23.6114
PGC0028269 147.4615833  12.6947222     0.02993   1.835e-05          HL     0.03004      -99.99          HL     0.03004         DIS   1.835e-05         HEL    127.9075    131.7498    124.1772
PGC0028270 147.4674167  34.7140556      0.0389   8.406e-05          HL     0.03936      -99.99          HL     0.03936         DIS   8.406e-05         HEL    167.1700    173.7498    160.8393
PGC0028274 147.4702500   9.0953611     0.01885   2.435e-05          HL      0.0189      -99.99          HL      0.0189         DIS   2.435e-05         HEL     80.6327     82.1566     79.1370
PGC0028296 147.5275000  12.8138889    0.004809   7.338e-06          HL    0.004922      -99.99          HL    0.004922         DIS   7.338e-06         HEL     20.9646     21.0678     20.8619
PGC0028305 147.5458333  28.0130556    0.004829   2.268e-05          HL    0.005186      -99.99          HL    0.005186         DIS   2.268e-05         HEL     22.2468     22.3622     22.1320
PGC0028317 147.5933750  31.4879167    0.001736   8.673e-06          HL    0.002145      -99.99          HL    0.002145         DIS   8.673e-06         HEL      9.2039      9.2236      9.1842
PGC0028324 147.6138750  12.7656944    0.004724   4.203e-05          HL    0.004837      -99.99          HL    0.004837         DIS   4.203e-05         HEL     20.7509     20.8513     20.6510
PGC0028328 147.6515833  64.4878889     0.01031   0.0001745        SDSS      -99.99      -99.99        none     0.01031         HEL   0.0001745         HEL     44.0201     44.4739     43.5709
PGC0028351 147.7305000  28.5508056    0.004962   1.234e-05          HL    0.005328      -99.99          HL    0.005328         DIS   1.234e-05         HEL     22.8879     23.0098     22.7666
PGC0028352 147.7465833   4.2731111     0.01692   3.102e-05          HL     0.01689      -99.99          HL     0.01689         DIS   3.102e-05         HEL     72.1297     73.3480     70.9317
PGC0028353 147.7343333  62.1854722      0.0246   6.938e-05          HL     0.02539      -99.99          HL     0.02539         DIS   6.938e-05         HEL    108.2187    110.9664    105.5390
PGC0028357 147.7392917  33.5539722    0.005136   8.673e-06          HL    0.005576      -99.99          HL    0.005576         DIS   8.673e-06         HEL     23.9562     24.0897     23.8233
PGC0028366 147.7755833   9.0081944     0.01734   1.067e-05          HL     0.01739      -99.99          HL     0.01739         DIS   1.067e-05         HEL     74.2561     75.5474     72.9869
PGC0028370 147.7926250  33.1310000    0.005194   3.436e-05          HL    0.005628      -99.99          HL    0.005628         DIS   3.436e-05         HEL     24.1698     24.3058     24.0345
PGC0028378 147.8208750   7.8286944    0.001847    4.57e-05          HL    0.001879      -99.99          HL    0.001879         DIS    4.57e-05         HEL      8.1341      8.1494      8.1188
PGC0028383 147.8558333  44.9234167     0.01554   1.835e-05          HL     0.01614      -99.99          HL     0.01614         DIS   1.835e-05         HEL     68.9393     70.0519     67.8443
PGC0028390 147.8677917  32.9431389    0.004905   1.901e-05          HL    0.005337      -99.99          HL    0.005337         DIS   1.901e-05         HEL     22.8879     23.0100     22.7663
PGC0028408 147.9329167   1.4461111    0.006121   3.636e-05          HL    0.006048      -99.99          HL    0.006048         DIS   3.636e-05         HEL     25.8788     26.0354     25.7233
PGC0028414 147.9729583  12.9443611     0.04142      -99.99         NED      -99.99      -99.99        none     0.04142         HEL      -99.99        none    175.8039    183.0857    168.8117
PGC0028420 148.0173333  40.8580556     0.01672   0.0001281          HL     0.01727      -99.99          HL     0.01727         DIS   0.0001281         HEL     73.6182     74.8896     72.3684
PGC0028424 148.0342083  29.2367778    0.005164   1.735e-05          HL    0.005541      -99.99          HL    0.005541         DIS   1.735e-05         HEL     23.7425     23.8741     23.6117
PGC0028452 148.1237917   2.1539444      0.0167   1.868e-05          HL     0.01664      -99.99          HL     0.01664         DIS   1.868e-05         HEL     71.0663     72.2489     69.9031
PGC0028463 148.1725417  -0.1846389    0.009742   3.869e-05          HL    0.009643      -99.99          HL    0.009643         DIS   3.869e-05         HEL     41.2476     41.6453     40.8536
PGC0028470 148.2266667  42.8477778     0.01598   2.568e-05          HL     0.01655      -99.99          HL     0.01655         DIS   2.568e-05         HEL     70.6409     71.8101     69.4909
PGC0028489 148.2982083  58.4782222    0.005069   1.334e-05          HL    0.005824      -99.99          HL    0.005824         DIS   1.334e-05         HEL     24.8107     24.9552     24.6671
PGC0028495 148.3367083  42.8453333     0.01618   2.802e-05          HL     0.01675      -99.99          HL     0.01675         DIS   2.802e-05         HEL     71.4917     72.6892     70.3139
PGC0028498 148.3337500   0.6975000      0.0126   3.502e-05          HL     0.01252      -99.99          HL     0.01252         DIS   3.502e-05         HEL     53.3984     54.0670     52.7381
PGC0028517 148.4209583   1.5793056    0.004301   2.168e-05          HL    0.004233      -99.99          HL    0.004233         DIS   2.168e-05         HEL     18.1860     18.2630     18.1093
PGC0028520 148.4320833   2.3741667     0.02099   5.571e-05          HL     0.02093      -99.99          HL     0.02093         DIS   5.571e-05         HEL     89.3409     91.2108     87.5093
PGC0028531 148.4629167   8.8779167     0.02137   1.268e-05          HL     0.02143      -99.99          HL     0.02143         DIS   1.268e-05         HEL     91.4638     93.4238     89.5448
PGC0028542 148.5377083  58.3408056     0.00407   7.805e-05          HL    0.004824      -99.99          HL    0.004824         DIS   7.805e-05         HEL     20.5372     20.6363     20.4386
PGC0028551 148.5607500  37.2985000     0.01898   1.801e-05          HL     0.01948      -99.99          HL     0.01948         DIS   1.801e-05         HEL     83.1822     84.8026     81.5928
PGC0028563 148.5917083  68.3331111     0.01461   2.435e-05          HL     0.01545      -99.99          HL     0.01545         DIS   2.435e-05         HEL     65.9606     66.9797     64.9571
PGC0028590 148.7072917   9.2713333    0.004913   4.703e-05          HL    0.004973      -99.99          HL    0.004973         DIS   4.703e-05         HEL     21.1783     21.2837     21.0735
PGC0028617 148.8251667   4.2700833    0.006052   2.101e-05          HL    0.006031      -99.99          HL    0.006031         DIS   2.101e-05         HEL     25.8788     26.0349     25.7237
PGC0028623 148.8529583  33.2630833    0.004713   1.234e-05          HL    0.005153      -99.99          HL    0.005153         DIS   1.234e-05         HEL     22.0331     22.1467     21.9202
PGC0028627 148.8729167   8.3911111    0.004242   8.906e-05          HL    0.004288      -99.99          HL    0.004288         DIS   8.906e-05         HEL     18.3998     18.4787     18.3212
PGC0028630 148.8882083  69.0653056  -0.0001248   1.034e-05          HL   0.0007238      -99.99          HL   0.0007238         DIS   1.034e-05         HEL      2.9975      2.9997      2.9953
PGC0028645 148.9442083  32.4298889     0.02161   0.0001561          HL     0.02204      -99.99          HL     0.02204         DIS   0.0001561         HEL     94.0106     96.0826     91.9833
