PGC_name         cz      redshift   nedname 
PGC028888        5144     0.01716    NGC_3074
PGC028897        7125     0.02377     IC_0585
PGC028910       10621     0.03543    NGC_3080
PGC028913         300    0.001002   Sextans_B
PGC028939        2054     0.00685   UGC_05376
PGC028947        2145    0.007156   UGC_05377
PGC028949        4161     0.01388   UGC_05378
PGC028964        3978     0.01327   UGC_05383
PGC028974        1155    0.003853    NGC_3073
PGC028984        6627      0.0221   UGC_05382
PGC029024        6231     0.02078   UGC_05395
PGC029030        6980     0.02328   UGC_05389
PGC029036        1448     0.00483   UGC_05393
PGC029043        1433     0.00478   UGC_05394
PGC029050        1116    0.003723    NGC_3079
PGC029057        7033     0.02346     IC_0588
PGC029061        6989     0.02331   UGC_05400
PGC029142       11663      0.0389   UGC_05405
PGC029146          14     4.7e-05    NGC_3077
PGC029156        8304      0.0277   UGC_05413
PGC029172        7119     0.02374   UGC_05406
PGC029174        9612     0.03206   UGC_05412
PGC029186         600    0.002001    NGC_3104
PGC029196        6205      0.0207    NGC_3106
PGC029205        8735     0.02914   UGC_05424
PGC029206       10159     0.03389   UGC_05417
PGC029209        2815     0.00939    NGC_3107
PGC029220        3065     0.01022    NGC_3102
PGC029229        1115    0.003719   UGC_05421
PGC029230         498    0.001661   UGC_05427
PGC029237       13286     0.04432   UGC_05422
PGC029247        6924      0.0231   UGC_05429
PGC029249        3995     0.01333   UGC_05432
PGC029261        7905     0.02637   UGC_05430
PGC029295       18958     0.06324   UGC_05440
PGC029338        7384     0.02463    NGC_3111
PGC029340        6784     0.02263    NGC_3117
PGC029365        1362    0.004542   UGC_05446
PGC029413        2792    0.009313   UGC_05454
PGC029415        1342    0.004476    NGC_3118
PGC029427         629    0.002098   UGC_05451
PGC029428         544    0.001815   UGC_05456
PGC029459        4799     0.01601   UGC_05461
PGC029460       10663     0.03557   UGC_05449
PGC029468        1003    0.003344   UGC_05464
PGC029469        1093    0.003646   UGC_05460
PGC029472        1112    0.003709   UGC_05459
PGC029474        6895       0.023   UGC_05462
PGC029475        8191     0.02732    NGC_3130
PGC029484        5179     0.01728    NGC_3126
PGC029488         285    0.000951       Leo_I
PGC029496        6422     0.02142     IC_0594
PGC029526        5893     0.01966   UGC_05474
PGC029539        6981     0.02329   UGC_05476
PGC029549        1378    0.004597   UGC_05478
PGC029550        2198    0.007332   UGC_05475
PGC029567        6305     0.02103   UGC_05481
PGC029595        2145    0.007155   UGC_05480
PGC029603        1466     0.00489   UGC_05482
PGC029614        6501     0.02169   UGC_05487
PGC029664        9915     0.03307 CGCG_008-060
PGC029671        3644     0.01215   UGC_05493
PGC029683        5115     0.01706   UGC_05490
PGC029696        9100     0.03035   UGC_05491
PGC029706       -9999      -99.99   UGC_05492
PGC029711        7264     0.02423   UGC_05496
PGC029730        1318    0.004396    NGC_3156
PGC029745        2246    0.007492     IC_0598
PGC029746        1545    0.005154   UGC_05504
PGC029747        2808    0.009366    NGC_3153
PGC029798        1340     0.00447    NGC_3165
PGC029805        6405     0.02137    NGC_3152
PGC029807       13293     0.04434   UGC_05515
PGC029814        1345    0.004486    NGC_3166
PGC029822        6989     0.02331    NGC_3158
PGC029824        6232     0.02079   UGC_05521
PGC029835        1218    0.004062   UGC_05522
PGC029851        2064    0.006885   UGC_05518
PGC029855        1238     0.00413    NGC_3169
PGC029889       14735     0.04915   UGC_05528
PGC029919        3315     0.01106   UGC_05520
PGC029943       10273     0.03427   UGC_05533
PGC029953        7254      0.0242 CGCG_266-031
PGC029956        3755     0.01252   UGC_05537
PGC029969        1281    0.004273   UGC_05539
PGC029983        7650     0.02552   UGC_05534
PGC029995       13735     0.04582   UGC_05543
PGC029997        1162    0.003876   UGC_05540
PGC030001        9448     0.03152    NGC_3168
PGC030018        2256    0.007525   UGC_05541
PGC030027        9215     0.03074   UGC_05542
PGC030036       11521     0.03843   UGC_05546
PGC030042        1341    0.004473   UGC_05551
PGC030044       13622     0.04544   UGC_05549
PGC030078        7258     0.02421    NGC_3179
PGC030084        8120     0.02709   UGC_05553
PGC030087         592    0.001975    NGC_3184
PGC030094        7568     0.02524   UGC_05558
PGC030136        9210     0.03072    NGC_3191
PGC030151       12493     0.04167    MRK_0141
PGC030153       21811     0.07275   UGC_05564
PGC030176        2072    0.006911    NGC_3182
PGC030178        8567     0.02858   UGC_05573
PGC030183       -9999      -99.99 CGCG_290-028
PGC030187         662    0.002208   UGC_05571
PGC030197         663    0.002212    NGC_3198
PGC030217        7016      0.0234   UGC_05578
PGC030236        6715      0.0224    NGC_3202
PGC030240        7817     0.02608   UGC_05579
PGC030310        2907    0.009697   UGC_05595
PGC030322        1150    0.003835    NGC_3206
PGC030334       12454     0.04154   UGC_05594
PGC030364        6834      0.0228   UGC_05607
PGC030371        8033      0.0268     IC_2568
PGC030372        5302     0.01769   UGC_05599
PGC030386        5059     0.01688   UGC_05604
PGC030413        6904     0.02303   UGC_05611
PGC030419        7742     0.02583    NGC_3214
PGC030430        9722     0.03243   UGC_05616
PGC030449        9661     0.03222   UGC_05613
PGC030459        9999     0.03335   UGC_05622
PGC030462        1170    0.003903    NGC_3220
PGC030463        3135     0.01046    NGC_3230
PGC030468       10161     0.03389   UGC_05623
PGC030513        2531    0.008444   UGC_05626
PGC030569        2134    0.007118    NGC_3225
PGC030579        7621     0.02542 CGCG_266-044
PGC030610        7079     0.02361    NGC_3237
PGC030680        8100     0.02702   UGC_05650
PGC030684        2154    0.007185    NGC_3246
PGC030686        7369     0.02458    NGC_3238
PGC030694        6662     0.02222   UGC_05656
PGC030795       18797      0.0627   UGC_05668
PGC030829        9689     0.03232    NGC_3253
PGC030832        1157    0.003859   UGC_05677
PGC030839        8527     0.02844   UGC_05678
PGC030871        1412     0.00471   UGC_05676
PGC030885        3563     0.01188   UGC_05687
PGC030971        8694       0.029   UGC_05698
PGC031003       18728     0.06247   UGC_05703
PGC031032        1494    0.004983   UGC_05706
PGC031037        1176    0.003924   UGC_05708
PGC031040        2800     0.00934   UGC_05707
PGC031063       -9999      -99.99   UGC_05712
PGC031067        8605      0.0287   UGC_05715
PGC031083        7436      0.0248   UGC_05714
PGC031125         941    0.003139    NGC_3264
PGC031130        6593     0.02199   UGC_05726
PGC031141        1430    0.004769   UGC_05720
PGC031145        1686    0.005624    NGC_3259
PGC031192        3232     0.01078   UGC_05727
PGC031198        1765    0.005887    NGC_3266
PGC031235        7562     0.02522     IC_0619
PGC031236        9420     0.03142   UGC_05736
PGC031269        7122     0.02376   UGC_05734
PGC031275        2966    0.009894   UGC_05739
PGC031307         649    0.002165   UGC_05740
PGC031336        7547     0.02517   UGC_05746
PGC031427        2956     0.00986   UGC_05758
PGC031428        1586     0.00529    NGC_3294
PGC031442         641    0.002138    NGC_3299
PGC031446        8147     0.02718    NGC_3288
PGC031457        7712     0.02572   UGC_05759
PGC031472        3079     0.01027    NGC_3300
PGC031477         586    0.001955   UGC_05764
PGC031528        2889    0.009637    NGC_3306
PGC031539        7403     0.02469   UGC_05771
PGC031545        6985      0.0233   UGC_05775
PGC031567        8573      0.0286     IC_0628
PGC031572        6896       0.023    NGC_3304
PGC031594        3030     0.01011   UGC_05781
PGC031604       10380     0.03462   UGC_05783
PGC031650         993    0.003312    NGC_3310
PGC031651        8350     0.02785   UGC_05788
PGC031671         739    0.002465    NGC_3319
PGC031673        5620     0.01875     IC_0632
PGC031689        5658     0.01887    NGC_3325
PGC031693         713    0.002378   UGC_05797
PGC031701        8154      0.0272    NGC_3326
PGC031708        2331    0.007775    NGC_3320
PGC031758       10305     0.03437   UGC_05804
PGC031768        5758     0.01921    NGC_3332
PGC031771        7926     0.02644   UGC_05808
PGC031782       -9999      -99.99   UGC_05806
PGC031817       13277     0.04429   UGC_05813
PGC031834        6255     0.02086   UGC_05818
PGC031845        7202     0.02402    NGC_3334
PGC031863       -9999      -99.99 CGCG_212-039
PGC031865        5624     0.01876   UGC_05823
PGC031883        1302    0.004343    NGC_3338
PGC031892        5558     0.01854    NGC_3340
PGC031923         629    0.002098   UGC_05829
PGC031965        7083     0.02363   UGC_05839
PGC031982        1245    0.004153    NGC_3346
PGC032021        6174     0.02059    NGC_3356
PGC032032        9809     0.03272    NGC_3357
PGC032041         822    0.002742   UGC_05848
PGC032048        1022    0.003409   UGC_05846
PGC032069        9390     0.03132   UGC_05853
PGC032078        8290     0.02765    NGC_3362
PGC032084        7600     0.02535   UGC_05859
PGC032086       20658     0.06891   UGC_05865
PGC032087        7725     0.02577   UGC_05861
PGC032088       11791     0.03933   UGC_05867
PGC032103         944    0.003149    NGC_3353
PGC032119        6571     0.02192   UGC_05869
PGC032123        7229     0.02411   UGC_05868
PGC032134        2032    0.006778   UGC_05870
PGC032149        9581     0.03196   UGC_05872
PGC032153         986    0.003289    NGC_3365
PGC032178        3040     0.01014    NGC_3367
PGC032182        6570     0.02192   UGC_05876
PGC032183        1014    0.003382    NGC_3359
PGC032204        5612     0.01872   UGC_05879
PGC032208        9607     0.03205   UGC_05885
PGC032221         767    0.002558   UGC_05883
PGC032226         573    0.001912   NGC_3377A
PGC032234        8107     0.02704   UGC_05892
PGC032244       10611     0.03539 CGCG_212-054
PGC032245        9386     0.03131   UGC_05895
PGC032248        1239    0.004133   UGC_05888
PGC032249         665    0.002218    NGC_3377
PGC032251        2718    0.009066   UGC_05897
PGC032259        1644    0.005484   UGC_05898
PGC032266        7468     0.02491    NGC_3374
PGC032285        7825      0.0261    NGC_3385
PGC032306        1308    0.004364    NGC_3389
PGC032307        7661     0.02555   UGC_05910
PGC032321        6591     0.02199   UGC_05904
PGC032337        3283     0.01095   UGC_05907
PGC032342       12276     0.04095   UGC_05915
PGC032343         741    0.002472   UGC_05917
PGC032364         712    0.002375   UGC_05923
PGC032383       11669     0.03892 CGCG_010-025
PGC032384        7830     0.02612   UGC_05925
PGC032385       -9999      -99.99    UGCA_220
PGC032390        1633    0.005447     IC_2604
PGC032396        7841     0.02616   UGC_05929
PGC032405         340    0.001134   UGC_05918
PGC032423        7393     0.02466   UGC_05928
PGC032424        1625     0.00542    NGC_3395
PGC032434        1625     0.00542    NGC_3396
PGC032437        1608    0.005364   UGC_05934
PGC032449        7754     0.02586   UGC_05940
PGC032452        7230     0.02412   UGC_05936
PGC032471        1073    0.003579   UGC_05944
PGC032484       12746     0.04252   UGC_05932
PGC032495        3404     0.01135    NGC_3394
PGC032508         841    0.002805    NGC_3412
PGC032519        7133     0.02379   UGC_05951
PGC032529        1011    0.003372    NGC_3423
PGC032535        3035     0.01012    NGC_3419
PGC032540        3069     0.01024   NGC_3419A
PGC032543         645    0.002151    NGC_3413
PGC032567       11351     0.03786   UGC_05973
PGC032568       13978     0.04663     IC_0646
PGC032570        1043    0.003479   UGC_05974
PGC032579        3303     0.01102    NGC_3415
PGC032584        1494    0.004983    NGC_3424
PGC032595        3636     0.01213    NGC_3434
PGC032604        1210    0.004036   UGC_05976
PGC032611        5538     0.01847     IC_0653
PGC032613       12608     0.04206   UGC_05971
PGC032614        1586     0.00529    NGC_3430
PGC032616        9507     0.03171    NGC_3408
PGC032626        5034     0.01679    NGC_3407
PGC032637        8338     0.02781 CGCG_291-008
PGC032643         616    0.002055    NGC_3432
PGC032652        1569    0.005234   UGC_05990
PGC032659        6792     0.02266   UGC_05991
PGC032661        3392     0.01131   UGC_05999
PGC032679        1733    0.005781    NGC_3442
PGC032680        7694     0.02566   UGC_06002
PGC032697        5547      0.0185   UGC_06011
PGC032705        7793       0.026   UGC_06008
PGC032714        1904    0.006351    NGC_3440
PGC032726        6565      0.0219   UGC_06013
PGC032729       12457     0.04155   UGC_06015
PGC032738        7372     0.02459   UGC_06017
PGC032740        1493     0.00498   UGC_06016
PGC032765        8382     0.02796   UGC_06019
PGC032772        2069    0.006901    NGC_3445
PGC032786        5158     0.01721    NGC_3435
PGC032822        6442     0.02149    NGC_3462
PGC032831        7552     0.02519   UGC_06033
PGC032850        6502     0.02169   UGC_06036
PGC032854        1818    0.006064    NGC_3458
PGC032863        6446      0.0215   UGC_06038
PGC032870        1461    0.004873   UGC_06041
PGC032871        8151     0.02719   UGC_06043
PGC032876        1894    0.006317   UGC_06039
PGC032907        6604     0.02203   UGC_06046
PGC032937       15950      0.0532   UGC_06049
PGC032940        7555      0.0252    NGC_3468
PGC032976        9195     0.03067   UGC_06050
PGC032986        7871     0.02626   UGC_06053
PGC032987       10395     0.03467    NGC_3476
PGC032991        6408     0.02138 CGCG_010-046
PGC032995       14713     0.04908 CGCG_038-068
PGC033002        6604     0.02203 CGCG_038-069
PGC033004       10382     0.03463     IC_0658
PGC033019        6654     0.02219 CGCG_038-072
PGC033030        2662    0.008879   UGC_06062
PGC033033       14037     0.04682   UGC_06059
PGC033040        6548     0.02184    NGC_3470
PGC033044       12761     0.04257 CGCG_038-073
PGC033045        2854    0.009521   UGC_06061
PGC033058       11810     0.03939   UGC_06066
PGC033065       12365     0.04124 CGCG_010-051
PGC033067       10916     0.03641 CGCG_038-075
PGC033069       11681     0.03896 CGCG_010-052
PGC033074        2109    0.007036    NGC_3471
PGC033078       10602     0.03536   UGC_06068
PGC033081       11971     0.03993 CGCG_010-054
PGC033090       11896     0.03968 CGCG_010-055
PGC033091       11756     0.03921     IC_0662
PGC033101        6667     0.02224    NGC_3478
PGC033104       21504     0.07173 CGCG_038-078
PGC033105        9270     0.03092 CGCG_066-078
PGC033114       10647     0.03551   UGC_06072
PGC033120       11016     0.03674 CGCG_038-079
PGC033128       10653     0.03553    NGC_3490
PGC033138        7152     0.02386   UGC_06071
PGC033140        1436     0.00479    NGC_3485
PGC033144       12075     0.04028 CGCG_010-058
PGC033147        6276     0.02093   UGC_06078
PGC033150        6410     0.02138   UGC_06076
PGC033153       11245     0.03751   UGC_06075
PGC033158       11349     0.03786 CGCG_038-081
PGC033159       11144     0.03717 CGCG_038-082
PGC033160         677    0.002258    NGC_3489
PGC033161       10786     0.03598   UGC_06081
PGC033168       11464     0.03824 CGCG_038-084
PGC033175       10397     0.03468   UGC_06084
PGC033180        6386      0.0213    NGC_3491
PGC033188        2168    0.007231   UGC_06080
PGC033190       10715     0.03574   UGC_06091
PGC033198       10828     0.03612   UGC_06093
PGC033203        8880     0.02962   UGC_06089
PGC033220       11634     0.03881 CGCG_038-086
PGC033234        1130    0.003768    NGC_3495
PGC033238       10046     0.03351   UGC_06097
PGC033240       11885     0.03964 CGCG_038-089
PGC033242        2994    0.009987    NGC_3488
PGC033257        8844      0.0295   UGC_06100
PGC033269        6589     0.02198   UGC_06101
PGC033294        6552     0.02186   UGC_06106
PGC033310        6599     0.02201 CGCG_038-091
PGC033312       14790     0.04933 CGCG_066-104
PGC033319       11962      0.0399      VV_463
PGC033320        9689     0.03232   UGC_06111
PGC033325        6705     0.02237   UGC_06109
PGC033330       12021      0.0401 CGCG_038-095
PGC033339       18271     0.06094 CGCG_038-096
PGC033346         951    0.003172   UGC_06113
PGC033364        9449     0.03152 CGCG_038-098
PGC033370        7262     0.02422   UGC_06117
PGC033379        6403     0.02136    NGC_3506
PGC033380        7512     0.02506   UGC_06119
PGC033386       18480     0.06164 CGCG_038-103
PGC033387       14658     0.04889 CGCG_038-104
PGC033394       18353     0.06122 CGCG_038-105
PGC033396        6404     0.02136   UGC_06122
PGC033404       -9999      -99.99 CGCG_241-066
PGC033421        6362     0.02122 CGCG_010-066
PGC033433        7186     0.02397   UGC_06127
PGC033436        8362     0.02789   UGC_06130
PGC033444        7163     0.02389   UGC_06129
PGC033446        7704      0.0257    NGC_3509
PGC033454        7694     0.02566   UGC_06131
PGC033455       11981     0.03996 CGCG_038-110
PGC033459        5874      0.0196 CGCG_010-068
PGC033461        7013     0.02339   UGC_06141
PGC033477        7562     0.02523 CGCG_038-115
PGC033479        3386     0.01129   UGC_06133
PGC033485        7649     0.02551 CGCG_038-116
PGC033495        7432     0.02479   UGC_06143
PGC033510       10080     0.03362 CGCG_010-071
PGC033529        6348     0.02118   UGC_06146
PGC033532        8210     0.02739    NGC_3517
PGC033550         801    0.002672    NGC_3521
PGC033558       11733     0.03914 CGCG_038-121
PGC033566        7433     0.02479   UGC_06148
PGC033567       12316     0.04108 CGCG_066-110
PGC033569        6425     0.02143   UGC_06155
PGC033572        9381     0.03129 CGCG_038-122
PGC033573        8928     0.02978   UGC_06152
PGC033577        9373     0.03126 CGCG_038-124
PGC033578        6450     0.02152 CGCG_038-125
PGC033604        1365    0.004553    NGC_3524
PGC033608       12725     0.04245 CGCG_010-076
PGC033622        9668     0.03225 CGCG_291-029
PGC033625         756    0.002522   UGC_06161
PGC033633        2203    0.007348   UGC_06162
PGC033635        1420    0.004737    NGC_3526
PGC033642        1550    0.005171   UGC_06169
PGC033643        7581     0.02529   UGC_06165
PGC033645        8077     0.02694   UGC_06168
PGC033662        8801     0.02936     IC_0669
PGC033680        8697     0.02901     IC_0670
PGC033686       18105     0.06039 CGCG_038-135
PGC033689       11849     0.03952     IC_0671
PGC033704        9271     0.03093 CGCG_039-003
PGC033712        3344     0.01115   UGC_06185
PGC033716       12643     0.04217 CGCG_011-002
PGC033719        8674     0.02893   UGC_06183
PGC033729       10857     0.03622   UGC_06184
PGC033749        7634     0.02547 CGCG_039-008
PGC033760        6962     0.02322    NGC_3535
PGC033783       13275     0.04428 CGCG_039-014
PGC033792       13102      0.0437 CGCG_039-016
PGC033803       11565     0.03858 CGCG_011-007
PGC033806        6387     0.02131    NGC_3540
PGC033812       13987     0.04666 CGCG_011-008
PGC033817        3866      0.0129     IC_0673
PGC033835       -9999      -99.99 CGCG_011-011
PGC033844       18888       0.063 CGCG_011-013
PGC033863        8965      0.0299 CGCG_067-018
PGC033866        1579    0.005268    NGC_3547
PGC033869        6282     0.02095   UGC_06208
PGC033875        1414    0.004717   UGC_06205
PGC033876        8668     0.02891   UGC_06210
PGC033896        9133     0.03046 CGCG_039-031
PGC033901        8720     0.02909 CGCG_039-032
PGC033902        8767     0.02924 CGCG_039-033
PGC033905        1304     0.00435 CGCG_067-022
PGC033910        7557     0.02521 CGCG_039-037
PGC033911        8607     0.02871 CGCG_039-038
PGC033914       17315     0.05776   UGC_06211
PGC033917        7631     0.02545 CGCG_039-039
PGC033929        8670     0.02892 CGCG_039-041
PGC033930        5795     0.01933   UGC_06216
PGC033934       14070     0.04693 CGCG_067-024
PGC033942       11331      0.0378 CGCG_011-017
PGC033951       20747      0.0692 CGCG_067-026
PGC033959         995     0.00332 CGCG_011-018
PGC033964        2863     0.00955    NGC_3549
PGC033976        1956    0.006525   UGC_06222
PGC033977       11833     0.03947 CGCG_039-046
PGC033982        7526      0.0251     IC_0674
PGC033998        8981     0.02996 CGCG_039-050
PGC034004        6330     0.02112    NGC_3567
PGC034008        9135     0.03047 CGCG_039-052
PGC034009        8857     0.02954 CGCG_039-053
PGC034015        1566    0.005224   UGC_06233
PGC034018        4828      0.0161   UGC_06223
PGC034019        6404     0.02136   UGC_06232
PGC034021        7561     0.02522   UGC_06227
PGC034024       12742      0.0425 CGCG_039-058
PGC034026       12451     0.04153 CGCG_039-059
PGC034029        3054     0.01019   UGC_06228
PGC034030         699    0.002332 MESSIER_108
PGC034039        4725     0.01576   UGC_06229
PGC034062        9062     0.03023   UGC_06239
PGC034075        7467     0.02491    NGC_3569
PGC034090        6726     0.02244 CGCG_039-066
PGC034107        1453    0.004847     IC_0676
PGC034124        1286     0.00429   UGC_06248
PGC034132       11698     0.03902 CGCG_011-026
PGC034138       11878     0.03962 CGCG_011-027
PGC034140       12948     0.04319 CGCG_039-070
PGC034156        1059    0.003532   UGC_06249
PGC034159        6808     0.02271    NGC_3580
PGC034170         927    0.003092   UGC_06251
PGC034178        8833     0.02946     IC_2634
PGC034195        5336      0.0178    NGC_3577
PGC034199        8763     0.02923     IC_2637
PGC034203        3389      0.0113   UGC_06256
PGC034204        7035     0.02347   UGC_06260
PGC034205       12250     0.04086     IC_2638
PGC034211        3249     0.01084     IC_0677
PGC034222         968    0.003229     IC_0678
PGC034232        2136    0.007125    NGC_3583
PGC034249        2195    0.007322   UGC_06266
PGC034257         628    0.002095    NGC_3593
PGC034260        2009    0.006701   UGC_06271
PGC034268       10305     0.03437 CGCG_291-045
PGC034278        6447     0.02151   UGC_06273
PGC034284       11073     0.03694   UGC_06274
PGC034298        1193    0.003979    NGC_3596
PGC034303        8202     0.02736   UGC_06276
PGC034308        1969    0.006568    NGC_3589
PGC034320        6399     0.02135   UGC_06279
PGC034335        7859     0.02622    NGC_3601
PGC034353         719    0.002398    NGC_3600
PGC034359        7783     0.02596 CGCG_011-036
PGC034368        5895     0.01966     IC_2673
PGC034371        8684     0.02897 CGCG_011-038
PGC034373        5883     0.01962     IC_2674
PGC034374        6257     0.02087    NGC_3594
PGC034379        8956     0.02987   UGC_06289
PGC034387       17196     0.05736     IC_2680
PGC034399       -9999      -99.99   UGC_06293
PGC034476        1755    0.005854   UGC_06306
PGC034478        1585    0.005287    NGC_3604
PGC034481       13594     0.04534 CGCG_039-102
PGC034485        7746     0.02584   UGC_06303
PGC034486       12098     0.04036 CGCG_011-043
PGC034489        6175      0.0206 CGCG_039-104
PGC034497        1964    0.006551   UGC_06307
PGC034498       -9999      -99.99 CGCG_039-105
PGC034502        1762    0.005877   UGC_06304
PGC034527        6325      0.0211   UGC_06312
PGC034530        2337    0.007795   UGC_06317
PGC034561        2333    0.007782    NGC_3614
PGC034562        7307     0.02437   NGC_3614A
PGC034566        1704    0.005684    NGC_3610
PGC034578        7507     0.02504 CGCG_011-049
PGC034583        2034    0.006785    NGC_3613
PGC034591       11219     0.03742 CGCG_039-113
PGC034598       12196     0.04068 CGCG_011-050
PGC034599       11067     0.03692    NGC_3624
PGC034612         807    0.002692 MESSIER_065
PGC034613        7475     0.02493   UGC_06329
PGC034623        6033     0.02012   UGC_06331
PGC034641        1553     0.00518    NGC_3619
PGC034652       14870      0.0496 CGCG_011-054
PGC034666        2927    0.009763   UGC_06335
PGC034670       12217     0.04075    UGCA_233
PGC034675        7357     0.02454   UGC_06340
PGC034681        7557     0.02521   UGC_06338
PGC034685        7096     0.02367   UGC_06342
PGC034695         727    0.002425 MESSIER_066
PGC034696        1602    0.005344   UGC_06345
PGC034697         843    0.002812    NGC_3628
PGC034698        1485    0.004953    NGC_3630
PGC034699       14736     0.04915 CGCG_039-125
PGC034702       10493       0.035   UGC_06347
PGC034704        1934    0.006451   UGC_06344
PGC034711        2600    0.008673    NGC_3633
PGC034712       14891     0.04967 CGCG_039-127
PGC034718        1940    0.006471    NGC_3625
PGC034733        2187    0.007295   UGC_06355
PGC034735       10555     0.03521   UGC_06357
PGC034741       14219     0.04743   UGC_06353
PGC034742       12104     0.04037 CGCG_011-068
PGC034762        7325     0.02444 CGCG_011-075
PGC034767        1156    0.003856    NGC_3631
PGC034768        7140     0.02382   UGC_06367
PGC034772       10727     0.03578     IC_2735
PGC034778        1251    0.004173    NGC_3640
PGC034780        1755    0.005854    NGC_3641
PGC034783        8668     0.02891      VV_510
PGC034788       11800     0.03936 CGCG_039-133
PGC034801        1939    0.006469   UGC_06372
PGC034802        1750    0.005838    NGC_3643
PGC034806       14375     0.04795 CGCG_011-077
PGC034807       -9999      -99.99     IC_0683
PGC034814        7126     0.02377    NGC_3644
PGC034826        8899     0.02968 CGCG_011-078
PGC034827        2583    0.008616   UGC_06379
PGC034829       17854     0.05956     IC_2749
PGC034837        7435      0.0248   UGC_06375
PGC034842       11418     0.03809 CGCG_039-146
PGC034858        6376     0.02127     IC_2757
PGC034859        6991     0.02332   UGC_06380
PGC034861        7706     0.02571   UGC_06382
PGC034864        3200     0.01067   UGC_06383
PGC034870        2035    0.006788   UGC_06384
PGC034887        1574     0.00525 CGCG_067-064
PGC034889        1588    0.005297    NGC_3642
PGC034906       11520     0.03843 CGCG_039-152
PGC034908        1948    0.006498    NGC_3648
PGC034911        7351     0.02452 CGCG_011-080
PGC034917        1997    0.006661    NGC_3652
PGC034929        1015    0.003386   UGC_06390
PGC034933       10611      0.0354   UGC_06393
PGC034934         860     0.00287     IC_2782
PGC034936       12801      0.0427   UGC_06394
PGC034946        6314     0.02106   UGC_06397
PGC034948       11665     0.03891 CGCG_039-156
PGC034949       11193     0.03734 CGCG_039-157
PGC034956       11862     0.03957 CGCG_039-160
PGC034967        2608    0.008698   UGC_06402
PGC034969         708    0.002361     IC_2787
PGC034971         791     0.00264   UGC_06399
PGC034975        8203     0.02736   UGC_06400
PGC034982       13380     0.04463 CGCG_011-085
PGC034989        2890     0.00964    NGC_3656
PGC034996        5578     0.01861    NGC_3662
PGC035001       13365     0.04458 CGCG_039-164
PGC035002        1215    0.004053    NGC_3657
PGC035003        2045    0.006821    NGC_3658
PGC035005        6887     0.02297   UGC_06413
PGC035013       11304     0.03771 CGCG_039-167
PGC035014        5594     0.01866   UGC_06410
PGC035015       17268      0.0576   UGC_06411
PGC035016        8767     0.02924 CGCG_011-088
PGC035030        7928     0.02645 CGCG_011-090
PGC035037       10784     0.03597   UGC_06417
PGC035039        1932    0.006445   UGC_06416
PGC035041        1381    0.004607    NGC_3664
PGC035042        1326    0.004423   NGC_3664A
PGC035043        1060    0.003536    NGC_3666
PGC035061        4158     0.01387   UGC_06424
PGC035064        2049    0.006835    NGC_3665
PGC035080        2017    0.006728   UGC_06428
PGC035102       12056     0.04021   UGC_06432
PGC035105        3726     0.01243   UGC_06429
PGC035113        1940    0.006471    NGC_3669
PGC035123        3508      0.0117    NGC_3668
PGC035126        7603     0.02536   UGC_06435
PGC035129        6323     0.02109     ARP_151
PGC035158        6845     0.02283   UGC_06440
PGC035164         770    0.002568    NGC_3675
PGC035168       10638     0.03548 CGCG_039-180
PGC035170       13467     0.04492 CGCG_011-095
PGC035174        6308     0.02104   UGC_06442
PGC035181        7392     0.02466    NGC_3677
PGC035185       14938     0.04983 CGCG_039-182
PGC035191        2119    0.007068    NGC_3674
PGC035196        3203     0.01068     IC_2822
PGC035202         644    0.002149   UGC_06446
PGC035203       13910      0.0464      UM_428
PGC035217       12596     0.04202 CGCG_011-097
PGC035227         963    0.003212   UGC_06457
PGC035235        6348     0.02118   UGC_06454
PGC035249        1716    0.005724    NGC_3683
PGC035259       14734     0.04915 CGCG_011-100
PGC035266        1515    0.005053    NGC_3682
PGC035272        9490     0.03165 CGCG_039-186
PGC035276       12628     0.04212 CGCG_011-101
PGC035281       12792     0.04267 CGCG_011-103
PGC035295        8248     0.02751   UGC_06466
PGC035302        6310     0.02105     IC_2853
PGC035306       11952     0.03987 CGCG_011-104
PGC035307        6841     0.02282   UGC_06469
PGC035314        1726    0.005757    NGC_3692
PGC035320        6313     0.02106     IC_2857
PGC035321        3121     0.01041 NGC_3690/NED02
PGC035326        3064     0.01022 NGC_3690/NED01
PGC035327       12819     0.04276     IC_0697
PGC035332        6281     0.02095     IC_0696
PGC035353       15386     0.05132 CGCG_039-193
PGC035364        6353     0.02119     IC_0698
PGC035365        6186     0.02063     IC_0699
PGC035370       13598     0.04536 CGCG_011-107
PGC035376        2427    0.008096   NGC_3683A
PGC035377        3229     0.01077     IC_2870
PGC035390       12823     0.04277 CGCG_011-109
PGC035396        2530    0.008439   UGC_06491
PGC035400       12898     0.04302 CGCG_011-110
PGC035413        9113      0.0304    NGC_3700
PGC035419        9832      0.0328 CGCG_039-194
PGC035420       11910     0.03973 CGCG_039-195
PGC035437        6331     0.02112   UGC_06497
PGC035440        1018    0.003396    NGC_3705
PGC035447       15043     0.05018 CGCG_011-111
PGC035450        2221    0.007408   UGC_06499
PGC035451        1459    0.004867 CGCG_291-076
PGC035458       10024     0.03344 CGCG_039-197
PGC035465        8713     0.02906 CGCG_011-112
PGC035476        9993     0.03333   UGC_06500
PGC035486        3175     0.01059   UGC_06501
PGC035499        8615     0.02874 CGCG_039-200
PGC035506        6926      0.0231   UGC_06505
