PGC_name         cz      redshift   nedname 
PGC039968         232    0.000774    NGC_4299
PGC039974        1149    0.003833    NGC_4302
PGC039999         724    0.002415   UGC_07427
PGC040002         838    0.002795   UGC_07425
PGC040004        1256     0.00419   UGC_07423
PGC040005         142    0.000473     IC_3208
PGC040014         851    0.002839   UGC_07424
PGC040015        1852    0.006179    VCC_0513
PGC040026        1137    0.003791   UGC_07428
PGC040030        1888    0.006298    NGC_4305
PGC040031        5505     0.01836 CGCG_014-017
PGC040032        1981    0.006608    NGC_4306
PGC040033        1092    0.003643    NGC_4307
PGC040034        5837     0.01947   NGC_4307A
PGC040051         869    0.002899    NGC_4309
PGC040068        1207    0.004026    IC_0783A
PGC040078        7426     0.02477   UGC_07444
PGC040095         153     0.00051    NGC_4312
PGC040105        1443    0.004813    NGC_4313
PGC040111        2363    0.007882     IC_3225
PGC040119        1250     0.00417    NGC_4316
PGC040122        1231    0.004106    NGC_4318
PGC040128        8516     0.02841      UM_494
PGC040133        2768    0.009233    NGC_4332
PGC040145       18667     0.06227 CGCG_014-019
PGC040147        1540    0.005137     IC_3229
PGC040153        1571     0.00524 MESSIER_100
PGC040169        4622     0.01542    NGC_4335
PGC040171        1853    0.006182    NGC_4323
PGC040201        1563    0.005214    NGC_4330
PGC040209         479    0.001598    NGC_4328
PGC040218        4245     0.01416    NGC_4334
PGC040228         770    0.002568    NGC_4346
PGC040250        7655     0.02554 CGCG_014-021
PGC040251        1014    0.003382    NGC_4343
PGC040252         751    0.002505    NGC_4342
PGC040256        7917     0.02641 CGCG_014-022
PGC040260        7546     0.02517   UGC_07464
PGC040264        -437   -0.001458     IC_3258
PGC040273        1406    0.004689     IC_3259
PGC040278        8108     0.02704 CGCG_014-024
PGC040280         922    0.003076    NGC_4341
PGC040284        2005    0.006688    NGC_4348
PGC040296        4122     0.01375    NGC_4357
PGC040303        1124    0.003749    NGC_4353
PGC040306        2299    0.007667    NGC_4351
PGC040309        4497       0.015    NGC_4358
PGC040313        2070    0.006905    NGC_4352
PGC040317        1231    0.004106     IC_3267
PGC040329        2061    0.006875     DDO_121
PGC040330        1253     0.00418    NGC_4359
PGC040337        7209     0.02405     IC_3271
PGC040342        1138    0.003796    NGC_4356
PGC040346        7685     0.02563 CGCG_014-025
PGC040347        7949     0.02652 CGCG_014-044
PGC040363        7019     0.02341    NGC_4360
PGC040374        7646      0.0255   UGC_07487
PGC040375        1243    0.004146    NGC_4365
PGC040396        1045    0.003486    NGC_4369
PGC040406        7185     0.02397 CGCG_014-029
PGC040439         782    0.002608    NGC_4370
PGC040442         943    0.003146    NGC_4371
PGC040455        1060    0.003536 MESSIER_084
PGC040475        2513    0.008382    NGC_4384
PGC040477        1375    0.004586    NGC_4377
PGC040484        1069    0.003566    NGC_4379
PGC040485        -188   -0.000627     IC_3303
PGC040500        1325    0.004419    NGC_4391
PGC040507         963    0.003212    NGC_4380
PGC040530        -122   -0.000407     IC_3311
PGC040536        7535     0.02513 CGCG_014-030
PGC040537         718    0.002396    NGC_4389
PGC040561        7538     0.02514 CGCG_014-032
PGC040562         472    0.001574    NGC_4387
PGC040563        1505     0.00502   UGC_07512
PGC040564        2140    0.007138    NGC_4385
PGC040566         995    0.003319    IC_3322A
PGC040581        2524    0.008419    NGC_4388
PGC040596         319    0.001064    NGC_4395
PGC040597        1101    0.003673    NGC_4390
PGC040605        7459     0.02488   UGC_07525
PGC040607        1178    0.003928     IC_3322
PGC040621        1426    0.004757   UGC_07522
PGC040622        -128   -0.000427    NGC_4396
PGC040629        7559     0.02521 CGCG_014-035
PGC040632        7091     0.02365   UGC_07530
PGC040643        1747    0.005827    NGC_4405
PGC040644         232    0.000774    NGC_4402
PGC040645         722    0.002408   UGC_07534
PGC040652        8963      0.0299 CGCG_014-036
PGC040653        -244   -0.000814 MESSIER_086
PGC040658        2024    0.006752   UGC_07531
PGC040660        6739     0.02248 CGCG_014-038
PGC040673        7392     0.02466     IC_0789
PGC040694        7254      0.0242 NGC_4410/NED01
PGC040695        1278    0.004263    NGC_4411
PGC040697        7566     0.02524 NGC_4410/NED02
PGC040705         102     0.00034    NGC_4407
PGC040727         910    0.003035    NGC_4415
PGC040743        1390    0.004637    NGC_4416
PGC040745        1272    0.004243   NGC_4411b
PGC040754         162     0.00054     IC_3355
PGC040756         854    0.002849    NGC_4417
PGC040761        1100    0.003669     IC_3356
PGC040762        2179    0.007268    NGC_4355
PGC040772        -261   -0.000871    NGC_4419
PGC040775        1685    0.005621    NGC_4409
PGC040785        1603    0.005347    NGC_4421
PGC040789        8820     0.02942   UGC_07553
PGC040790        2228    0.007432      VV_655
PGC040791         218    0.000727   UGC_07559
PGC040797        8788     0.02931 CGCG_014-041
PGC040807         933    0.003112   UGC_07557
PGC040809         437    0.001458    NGC_4424
PGC040811        2350    0.007839     IC_3365
PGC040816        1866    0.006224    NGC_4425
PGC040820        6533     0.02179 CGCG_014-043
PGC040836        2722     0.00908    NGC_4441
PGC040839         924    0.003082     IC_3371
PGC040850         916    0.003055    NGC_4429
PGC040851        1451     0.00484    NGC_4430
PGC040852         934    0.003115    NGC_4431
PGC040857       14665     0.04892   UGC_07564
PGC040861         867    0.002892   UGC_07567
PGC040886        1071    0.003572    NGC_4434
PGC040898         801    0.002672    NGC_4435
PGC040903        1124    0.003749    NGC_4436
PGC040904         195     0.00065   UGC_07577
PGC040914          71    0.000237    NGC_4438
PGC040918       12000     0.04003   UGC_07582
PGC040927         724    0.002415    NGC_4440
PGC040950         532    0.001775    NGC_4442
PGC040954        6041     0.02015     IC_3382
PGC040956        9813     0.03273 CGCG_014-045
PGC040962        7316      0.0244    NGC_4446
PGC040964        1899    0.006334     IC_0794
PGC040973         207     0.00069    NGC_4449
PGC040985         675    0.002252     IC_3381
PGC040987         354    0.001181    NGC_4445
PGC041017        6882     0.02296 CGCG_014-046
PGC041020         278    0.000927   UGC_07599
PGC041031        9041     0.03016   UGC_07598
PGC041036         560    0.001868   UGC_07596
PGC041048         310    0.001035   UGC_07605
PGC041050         864    0.002882    NGC_4451
PGC041051        6887     0.02297   UGC_07604
PGC041054         476    0.001588     IC_3393
PGC041060         165     0.00055    NGC_4452
PGC041061        1687    0.005627     IC_3392
PGC041063         538    0.001795   UGC_07608
PGC041069         490    0.001634    NGC_4460
PGC041083        2407    0.008029    NGC_4454
PGC041095         635    0.002118    NGC_4458
PGC041101         882    0.002942    NGC_4457
PGC041104        1210    0.004036    NGC_4459
PGC041109        1575    0.005254   UGC_07612
PGC041111        1931    0.006441    NGC_4461
PGC041119        6949     0.02318   UGC_07617
PGC041125        6933     0.02313 CGCG_014-049
PGC041153        6948     0.02318 CGCG_014-051
PGC041155        1335    0.004453     IC_3413
PGC041164         587    0.001958    NGC_4469
PGC041166         543    0.001811     IC_3414
PGC041169        1423    0.004747    NGC_4467
PGC041170         753    0.002512    NGC_4466
PGC041171         909    0.003032    NGC_4468
PGC041177        2234    0.007452   UGC_07625
PGC041189        2341    0.007809    NGC_4470
PGC041202        9854     0.03287 CGCG_014-052
PGC041207          38    0.000127     IC_3418
PGC041217        4763     0.01589   UGC_07635
PGC041220         997    0.003326 MESSIER_049
PGC041228        2244    0.007485    NGC_4473
PGC041239         382    0.001274   UGC_07639
PGC041241        1588    0.005297    NGC_4474
PGC041244        7314      0.0244     IC_3425
PGC041255        1970    0.006571    NGC_4476
PGC041258         276    0.000921   UGC_07636
PGC041260        1355     0.00452    NGC_4477
PGC041269        3850     0.01284   UGC_07641
PGC041272        1871    0.006241    NGC_4482
PGC041283        1634    0.005451   UGC_07642
PGC041297        1349      0.0045    NGC_4478
PGC041302         876    0.002922    NGC_4479
PGC041307        4222     0.01408   UGC_07644
PGC041317        2439    0.008136    NGC_4480
PGC041326         493    0.001644    NGC_4485
PGC041327        1555    0.005187   NGC_4486B
PGC041333         565    0.001885    NGC_4490
PGC041339         875    0.002919    NGC_4483
PGC041361        1307     0.00436 MESSIER_087
PGC041363         972    0.003242    NGC_4488
PGC041376         497    0.001658    NGC_4491
PGC041383        1740    0.005804    NGC_4492
PGC041395        1105    0.003686 CGCG_014-054
PGC041400       12019     0.04009   UGC_07661
PGC041404       17642     0.05885 CGCG_014-053
PGC041407        6723     0.02243   UGC_07660
PGC041409        6943     0.02316 CGCG_014-056
PGC041410        6423     0.02143 CGCG_014-055
PGC041435        6210     0.02071     IC_3442
PGC041436        3111     0.01038    NGC_4500
PGC041457        1045    0.003486    NGC_4497
PGC041466        2559    0.008536     IC_3453
PGC041471        1730    0.005771   NGC_4496A
PGC041473        4522     0.01508   NGC_4496B
PGC041489        2732    0.009113    NGC_4510
PGC041494        1297    0.004326     IC_3457
PGC041504        2097    0.006995     IC_0797
PGC041505         278    0.000927     IC_3459
PGC041514        7250     0.02418 CGCG_014-060
PGC041517        2281    0.007609 MESSIER_088
PGC041527        2304    0.007685    NGC_4513
PGC041538        1342    0.004476    NGC_4503
PGC041546         737    0.002458    NGC_4506
PGC041552        1288    0.004296     IC_3468
PGC041572        7506     0.02504     IC_3467
PGC041576         537    0.001791   UGC_07690
PGC041578        1509    0.005032   NGC_4517A
PGC041579        6202     0.02069   UGC_07689
PGC041586         609    0.002031   UGC_07688
PGC041587        1155    0.003853    UGCA_284
PGC041599        1727    0.005761     IC_3474
PGC041601        2971     0.00991   UGC_07700
PGC041606        2583    0.008616     IC_3475
PGC041608        -169   -0.000564     IC_3476
PGC041614        1949    0.006501     IC_3478
PGC041618        1128    0.003764    NGC_4517
PGC041620         496    0.001654   UGC_07699
PGC041621        2536    0.008459    NGC_4512
PGC041634        7086     0.02364     IC_3481
PGC041636         331    0.001104   UGC_07698
PGC041646        7332     0.02446    IC_3481A
PGC041660         937    0.003125    NGC_4509
PGC041661         917    0.003059    NGC_4516
PGC041667        3279     0.01094    UGCA_285
PGC041670         129     0.00043     IC_3483
PGC041700        1643     0.00548 CGCG_014-064
PGC041719        1216    0.004056    NGC_4519
PGC041729        2329    0.007769    NGC_4522
PGC041737        2483    0.008282   UGC_07710
PGC041738        1212    0.004043     IC_3499
PGC041739        6606     0.02203     IC_0801
PGC041746         262    0.000874    NGC_4523
PGC041758        1138    0.003796   UGC_07715
PGC041763        2326    0.007759     IC_0800
PGC041766         678    0.002262   UGC_07719
PGC041769        2796    0.009326   UGC_07730
PGC041772         448    0.001494    NGC_4526
PGC041779         802    0.002675    NGC_4534
PGC041781        1342    0.004476    NGC_4528
PGC041788        6759     0.02255   UGC_07720
PGC041789        1736    0.005791    NGC_4527
PGC041806         195     0.00065    NGC_4531
PGC041811        2012    0.006711    NGC_4532
PGC041812        1964    0.006551    NGC_4535
PGC041816        1753    0.005847    NGC_4533
PGC041823        1808    0.006031    NGC_4536
PGC041827        5926     0.01977   UGC_07738
PGC041828        1440    0.004803     IC_3518
PGC041829         439    0.001464     IC_3517
PGC041838        2730    0.009106    NGC_4545
PGC041846         458    0.001528   UGC_07748
PGC041847         595    0.001985     IC_3521
PGC041861        2039    0.006801 Holmberg_VII
PGC041865         668    0.002228     IC_3522
PGC041876        1286     0.00429    NGC_4540
PGC041882       13826     0.04612     IC_3528
PGC041902         605    0.002018   UGC_07751
PGC041911        6885     0.02297    NGC_4541
PGC041934         486    0.001621 MESSIER_091
PGC041941        7170     0.02392   UGC_07752
PGC041943         381    0.001271    NGC_4550
PGC041958        1154    0.003849    NGC_4544
PGC041963        1172    0.003909    NGC_4551
PGC041968         340    0.001134 MESSIER_089
PGC041982        7101     0.02369 CGCG_014-075
PGC041998        6889     0.02298   UGC_07763
PGC041999        6881     0.02295 CGCG_014-076
PGC042045         526    0.001755   UGC_07774
PGC042051        1142    0.003809    NGC_4564
PGC042064        2247    0.007495    NGC_4567
PGC042069        2255    0.007522    NGC_4568
PGC042074        1075    0.003586     IC_3576
PGC042079         696    0.002323     IC_3578
PGC042080        1441    0.004807   UGC_07780
PGC042081        1121    0.003739     IC_3583
PGC042089        -235   -0.000784 MESSIER_090
PGC042096        1730    0.005771    NGC_4570
PGC042100         342    0.001141    NGC_4571
PGC042108        1632    0.005444     IC_3591
PGC042109       13194     0.04401 CGCG_014-078
PGC042149        2273    0.007582    NGC_4578
PGC042152        5364     0.01789    NGC_4576
PGC042153        7089     0.02365 CGCG_014-079
PGC042168        1517     0.00506 MESSIER_058
PGC042169          64    0.000213   UGC_07795
PGC042173        1536    0.005124 CGCG_014-080
PGC042174        1034    0.003449    NGC_4580
PGC042195        2568    0.008566   UGC_07798
PGC042199        1818    0.006064    NGC_4581
PGC042202        3752     0.01252   UGC_07800
PGC042223        1779    0.005934    NGC_4584
PGC042230        1784    0.005951   UGC_07802
PGC042241         794    0.002648    NGC_4586
PGC042253         901    0.003005    NGC_4587
PGC042255        5199     0.01734   UGC_07806
PGC042264        7280     0.02428     IC_3608
PGC042268       13655     0.04555   UGC_07807
PGC042275         308    0.001028    UGCA_292
PGC042277        5610     0.01871    NGC_4588
PGC042305        6957     0.02321   UGC_07813
PGC042317        5090     0.01698   UGC_07820
PGC042336        1069    0.003566    NGC_4592
PGC042342        7089     0.02364 CGCG_014-094
PGC042348        2075    0.006921     IC_3617
PGC042362        7271     0.02425   UGC_07823
PGC042370        7649     0.02551 CGCG_014-096
PGC042380         554    0.001848   UGC_07827
PGC042393        1227    0.004093   UGC_07824
PGC042396         631    0.002105    NGC_4595
PGC042401        1870    0.006238    NGC_4596
PGC042408         136    0.000454    NGC_4605
PGC042427        1961    0.006541    NGC_4598
PGC042430        1569    0.005233     IC_3635
PGC042447         852    0.002842    NGC_4600
PGC042453        1836    0.006124    NGC_4599
PGC042469        2651    0.008843   UGC_07837
PGC042471       13773     0.04594    VCC_1847
PGC042503         634    0.002115     IC_3647
PGC042516        1640     0.00547    NGC_4606
PGC042520        2513    0.008382   UGC_07848
PGC042530        4655     0.01553    NGC_4617
PGC042542        1700    0.005672   UGC_07841
PGC042544        2270    0.007572    NGC_4607
PGC042545        1864    0.006218    NGC_4608
PGC042559        1458    0.004862 CGCG_014-104
PGC042574        1783    0.005947    NGC_4612
PGC042575         544    0.001815    NGC_4618
PGC042594        6927     0.02311    NGC_4619
PGC042598        1227    0.004093     IC_3665
PGC042607         598    0.001995    NGC_4625
PGC042608          18       6e-05   UGC_07857
PGC042614        7106      0.0237 CGCG_014-106
PGC042618       14437     0.04816    MRK_1332
PGC042619        1141    0.003805    NGC_4620
PGC042620         542    0.001808    NGC_4627
PGC042628         410    0.001368 MESSIER_059
PGC042637         606    0.002021    NGC_4631
PGC042638         206    0.000687     IC_0809
PGC042647        1892    0.006311    NGC_4623
PGC042656         354    0.001181     IC_3687
PGC042688         737    0.002458    NGC_4630
PGC042689        1723    0.005747    NGC_4632
PGC042692        1116    0.003723    NGC_4629
PGC042699         291    0.000971    NGC_4633
PGC042707         297    0.000991    NGC_4634
PGC042708        4937     0.01647    NGC_4644
PGC042709        5017     0.01673   UGC_07873
PGC042727        6812     0.02272   UGC_07882
PGC042728        1164    0.003883    NGC_4638
PGC042734         938    0.003129    NGC_4636
PGC042741        1018    0.003395    NGC_4639
PGC042744       -9999      -99.99    NGC_4637
PGC042747        3204     0.01069   UGC_07883
PGC042769        2011    0.006708    NGC_4641
PGC042782       14382     0.04797 CGCG_015-005
PGC042791        2644    0.008819    NGC_4642
PGC042797        1335    0.004453    NGC_4643
PGC042816        1409      0.0047    NGC_4647
PGC042831        1117    0.003726 MESSIER_060
PGC042832        4451     0.01485   UGC_07903
PGC042836        8694       0.029     IC_3704
PGC042847        2631    0.008776    NGC_4653
PGC042857        1046    0.003489    NGC_4654
PGC042858        5090     0.01698   UGC_07904
PGC042863         646    0.002155    NGC_4656
PGC042881        1010    0.003369     IC_3710
PGC042887        2770     0.00924   UGC_07918
PGC042901         607    0.002025   UGC_07916
PGC042904        6985      0.0233    NGC_4662
PGC042909        7164      0.0239 CGCG_015-010
PGC042910        1180    0.003935   UGC_07911
PGC042913         480      0.0016    NGC_4659
PGC042917        1083    0.003612    NGC_4660
PGC042919        4753     0.01585   UGC_07922
PGC042921        1589    0.005299   UGC_07913
PGC042938        5032     0.01678     IC_3726
PGC042949       -9999      -99.99     IC_3720
PGC042963       14487     0.04832 CGCG_015-014
PGC042969        2230    0.007438     IC_3727
PGC042970         785    0.002618    NGC_4665
PGC042975        1529    0.005101    NGC_4666
PGC042998        4757     0.01587    NGC_4675
PGC042999        1636    0.005457    NGC_4668
PGC043036       14529     0.04846 CGCG_015-017
PGC043052        2300    0.007672   UGC_07941
PGC043064        4736      0.0158   UGC_07940
PGC043074        6456     0.02154     IC_3754
PGC043100       -9999      -99.99   UGC_07942
PGC043101        5017     0.01673    NGC_4686
PGC043106         835    0.002784   UGC_07943
PGC043124         502    0.001674   UGC_07950
PGC043128        2714    0.009054   UGC_07945
PGC043129         331    0.001103   UGC_07949
PGC043136       14118     0.04709   UGC_07948
PGC043146        1084    0.003616     IC_3773
PGC043149        1570    0.005237    NGC_4684
PGC043153       14154     0.04721 CGCG_015-020
PGC043157        4263     0.01422    NGC_4687
PGC043185       10135     0.03381   UGC_07960
PGC043186        1616     0.00539    NGC_4689
PGC043189         986    0.003289    NGC_4688
PGC043197        1740    0.005804   UGC_07968
PGC043198        7041     0.02349   UGC_07963
PGC043202        2805    0.009356    NGC_4690
PGC043238        1110    0.003703    NGC_4691
PGC043241        1160    0.003869    NGC_4694
PGC043254        1009    0.003366    NGC_4698
PGC043255         468    0.001561    NGC_4707
PGC043286        4062     0.01355    NGC_4711
PGC043288        8134     0.02713    NGC_4704
PGC043303        1410    0.004703     IC_3806
PGC043331         721    0.002406    NGC_4701
PGC043338        2666    0.008893   UGC_07976
PGC043375        1125    0.003753    NGC_4710
PGC043386        7664     0.02556   UGC_07979
PGC043400         694    0.002315   UGC_07983
PGC043413         652    0.002175    NGC_4713
PGC043428        7091     0.02365    NGC_4719
PGC043430        9934     0.03314    NGC_4732
PGC043452        4817     0.01607   UGC_07993
PGC043470        1272    0.004243   UGC_07991
PGC043495         308    0.001027 MESSIER_094
PGC043504        8885     0.02964    NGC_4741
PGC043516         928    0.003095    NGC_4733
PGC043525        7523     0.02509    NGC_4734
PGC043575        6186     0.02063   UGC_08004
PGC043601        1783    0.005947    NGC_4746
PGC043656        1347    0.004493    NGC_4754
PGC043671        1239    0.004133    NGC_4753
PGC043707        1243    0.004146    NGC_4758
PGC043728        6480     0.02162   UGC_08015
PGC043733         984    0.003282    NGC_4762
PGC043750        4371     0.01458     IC_3852
PGC043775         716    0.002388    NGC_4765
PGC043784        1134    0.003784    NGC_4771
PGC043798        1040    0.003469    NGC_4772
PGC043837        2831    0.009443    NGC_4779
PGC043894        6841     0.02282 CGCG_015-034
PGC043931         891    0.002972    NGC_4800
PGC043939        2484    0.008286    NGC_4793
PGC043969         915    0.003052    NGC_4809
PGC043971         912    0.003042    NGC_4810
PGC043996        2572    0.008579   UGC_08046
PGC043998        2781    0.009276    NGC_4795
PGC044014        1321    0.004408   UGC_08041
PGC044025        2517    0.008396    NGC_4814
PGC044032       10389     0.03465   UGC_08050
PGC044033        2801    0.009343   UGC_08045
PGC044066        1114    0.003716   UGC_08048
PGC044086         759    0.002533    NGC_4808
PGC044089         702    0.002343   UGC_08053
PGC044102         618    0.002061   UGC_08055
PGC044117       12642     0.04217   UGC_08058
PGC044125        2697    0.008996   UGC_08056
PGC044170         563    0.001878   UGC_08061
PGC044213       13450     0.04486    MRK_0054
PGC044240        2766    0.009226   UGC_08066
PGC044254        2833     0.00945   UGC_08067
PGC044323        6775      0.0226   NGC_4841A
PGC044329        6302     0.02102   NGC_4841B
PGC044354         926     0.00309   UGC_08074
PGC044370        2526    0.008426   UGC_08076
PGC044388        4916      0.0164    NGC_4843
PGC044392        1232     0.00411    NGC_4845
PGC044414         916    0.003057   UGC_08081
PGC044432        2047    0.006828   UGC_08085
PGC044450        2777    0.009263   UGC_08084
PGC044468        7142     0.02382   UGC_08089
PGC044491         214    0.000713   UGC_08091
PGC044495       10814     0.03607     IC_0840
PGC044536         833    0.002779    NGC_4861
PGC044557        4665     0.01556    NGC_4868
PGC044600        1988    0.006631    NGC_4866
PGC044631        7187     0.02397   UGC_08104
PGC044641        8300     0.02769   UGC_08107
PGC044719        1377    0.004593    NGC_4880
PGC044731        8309     0.02772     IC_4028
PGC044733        1113    0.003714 SDSS_J130017.59-030359.0
PGC044782        2079    0.006935    UGCA_317
PGC044797         960    0.003201    NGC_4900
PGC044806        8331     0.02779     IC_4049
PGC044807        4663     0.01555    NGC_4914
PGC044838        7378     0.02461    NGC_4917
PGC044846        1189    0.003965    NGC_4904
PGC044858        1466     0.00489   UGC_08127
PGC044867       10680     0.03562     IC_4064
PGC044896        7071     0.02359    NGC_4922
PGC044908        7387     0.02464     IC_0843
PGC044913        9048     0.03018   UGC_08143
PGC044920       -9999      -99.99     IC_4086
PGC044921        7095     0.02367     IC_4088
PGC044932       11825     0.03944   UGC_08138
PGC044961         670    0.002235   UGC_08146
PGC044963        8172     0.02726     IC_4100
PGC044986        7579     0.02528   UGC_08145
PGC045015        7088     0.02364    NGC_4932
PGC045039        7139     0.02381   UGC_08149
PGC045071        2863     0.00955   UGC_08153
PGC045085        7072     0.02359   UGC_08162
PGC045093        6413     0.02139    NGC_4935
PGC045137        2943    0.009817   UGC_08166
PGC045145       10625     0.03544     IC_4144
PGC045168       10502     0.03503   UGC_08170
PGC045195        1360    0.004536    UGCA_322
PGC045196        8633      0.0288   UGC_08174
PGC045233        5968     0.01991    NGC_4952
PGC045236        4750     0.01584    NGC_4956
PGC045261       15521     0.05177   UGC_08179
PGC045264       10853      0.0362     IC_4166
PGC045274         886    0.002955   UGC_08181
PGC045306        1187    0.003958     IC_4178
PGC045309        7436      0.0248   UGC_08189
PGC045314         321    0.001071     IC_4182
PGC045322        7006     0.02337   UGC_08186
PGC045336        4810     0.01604     IC_4189
PGC045339        8329     0.02778    NGC_4977
PGC045361       10290     0.03432   UGC_08198
PGC045362        9686     0.03231   UGC_08192
PGC045366        7040     0.02348   UGC_08195
PGC045372          31    0.000102   UGC_08201
PGC045410        4751     0.01585   UGC_08200
PGC045435        8308     0.02771   UGC_08205
PGC045451        5299     0.01768   UGC_08203
PGC045457        7177     0.02394   UGC_08211
PGC045472        8330     0.02779     IC_0852
PGC045478        7151     0.02385   UGC_08204
PGC045480        5430     0.01811     IC_0849
PGC045491        5412     0.01805     IC_0850
PGC045502        4725     0.01576    NGC_4987
PGC045506         218    0.000726   UGC_08215
PGC045521        8224     0.02743   UGC_08226
PGC045522        8421     0.02809    NGC_4985
PGC045528        8644     0.02883   UGC_08225
PGC045534        3306     0.01103     IC_4204
PGC045538        4822     0.01608    NGC_4986
PGC045560        7152     0.02386     IC_0853
PGC045567        5363     0.01789   UGC_08223
PGC045572        8102     0.02703   UGC_08234
PGC045580        5988     0.01997   UGC_08229
PGC045583        2858    0.009533   UGC_08237
PGC045593        7536     0.02514    NGC_4992
PGC045605        8345     0.02784    NGC_5007
PGC045610       10712     0.03573   UGC_08239
PGC045614        3620     0.01208   UGC_08233
PGC045629        5443     0.01816    NGC_4996
PGC045632        5647     0.01884    NGC_4999
PGC045644        7312     0.02439   UGC_08238
PGC045655        8662     0.02889   UGC_08247
PGC045658        5608     0.01871    NGC_5000
PGC045668        7132     0.02379   UGC_08244
PGC045684         813    0.002712   UGC_08246
PGC045700        5290     0.01765   UGC_08250
PGC045719       11151      0.0372   UGC_08251
PGC045728        1091    0.003639    NGC_5002
PGC045737        7535     0.02513   UGC_08257
PGC045739        9402     0.03136    NGC_5009
PGC045741        3325     0.01109   UGC_08253
PGC045749         946    0.003156    NGC_5005
PGC045750        3365     0.01122   UGC_08255
PGC045755         852    0.002842   UGC_08261
PGC045756        7044      0.0235    NGC_5004
PGC045757        7252     0.02419   NGC_5004C
PGC045773        8511     0.02839   UGC_08268
PGC045778       11045     0.03684   UGC_08266
PGC045779        3042     0.01015   UGC_08263
PGC045781        8689     0.02898   UGC_08272
PGC045782        3839     0.01281   UGC_08262
PGC045787        1126    0.003756    NGC_5014
PGC045798        4800     0.01601   UGC_08274
PGC045807        2059    0.006867   UGC_08282
PGC045814        3020     0.01007   UGC_08277
PGC045828       -9999      -99.99   UGC_08281
PGC045833       10619     0.03542   UGC_08283
PGC045834        8487     0.02831    NGC_5021
PGC045840         913    0.003045   UGC_08276
PGC045844        3034     0.01012   UGC_08275
PGC045848         815    0.002719     IC_4213
PGC045849         407    0.001358    NGC_5023
PGC045875         899    0.002999   UGC_08285
PGC045880        8747     0.02918    NGC_5029
PGC045883        3362     0.01121    NGC_5020
PGC045887        6343     0.02116    NGC_5025
PGC045897         529    0.001765    UGCA_337
PGC045905        6074     0.02026   UGC_08294
PGC045915        8899     0.02968   UGC_08304
PGC045920       -9999      -99.99 CGCG_072-025
PGC045921       10571     0.03526   UGC_08299
PGC045927         944    0.003149 Holmberg_VIII
PGC045934        4785     0.01596   UGC_08302
PGC045936        7074      0.0236    NGC_5027
PGC045938        4859     0.01621   UGC_08301
PGC045939         163    0.000545   UGC_08308
PGC045948         875    0.002919    NGC_5033
PGC045992         593    0.001977   UGC_08313
PGC046009         935    0.003119   UGC_08314
PGC046039         192     0.00064   UGC_08320
PGC046041        2395    0.007989   UGC_08318
PGC046046        7477     0.02494    NGC_5041
PGC046065         863    0.002879   UGC_08323
PGC046077        7618     0.02541   UGC_08322
PGC046089        6517     0.02174   UGC_08324
PGC046092       11416     0.03808     IC_0861
PGC046093         388    0.001294    UGCA_342
PGC046127         260    0.000867   UGC_08331
PGC046131        6630     0.02211    NGC_5052
PGC046138        5908     0.01971    NGC_5050
PGC046152       11359     0.03789   UGC_08339
PGC046153         484    0.001614 MESSIER_063
PGC046171        6949     0.02318   UGC_08338
PGC046180        5592     0.01865    NGC_5056
PGC046202        5882     0.01962    NGC_5057
PGC046206        9812     0.03273   UGC_08347
PGC046218        5663     0.01889   UGC_08340
PGC046250        7134      0.0238     IC_0872
PGC046262        7176     0.02394   UGC_08350
PGC046263        2778    0.009267     IC_0875
PGC046278        6233     0.02079    NGC_5060
PGC046293        5550     0.01851    NGC_5065
PGC046319        9966     0.03324   UGC_08357
PGC046321        6246     0.02083     IC_0871
PGC046336        5733     0.01912   UGC_08360
PGC046342        6922     0.02309   UGC_08361
PGC046354        5604     0.01869    NGC_5074
PGC046355       11068     0.03692   UGC_08362
PGC046372        8409     0.02805   UGC_08364
PGC046386        1215    0.004053   UGC_08365
PGC046413        7125     0.02377    NGC_5083
PGC046427        6649     0.02218    NGC_5081
PGC046472        7152     0.02386    NGC_5093
PGC046507        5438     0.01814     IC_4225
PGC046530        2498    0.008333   UGC_08386
PGC046534       11933      0.0398   UGC_08379
PGC046548        8624     0.02877   UGC_08383
PGC046556         964    0.003216   UGC_08382
PGC046560        6985      0.0233     IC_0883
PGC046561        5788     0.01931    NGC_5095
PGC046601        5316     0.01773   UGC_08390
PGC046617        5082     0.01695   UGC_08392
PGC046633        5578     0.01861    NGC_5104
PGC046636         946    0.003156    NGC_5107
PGC046644       11460     0.03823   UGC_08395
PGC046647        4831     0.01611   UGC_08397
PGC046657        7265     0.02423   UGC_08399
PGC046666        2447    0.008162   UGC_08401
PGC046671         975    0.003252    NGC_5112
PGC046717        6962     0.02322     IC_4229
PGC046739         740    0.002469   UGC_08412
PGC046746        2382    0.007944    NGC_5117
PGC046754        7302     0.02436    NGC_5115
PGC046767        8258     0.02755    NGC_5123
PGC046782        6976     0.02327    NGC_5118
PGC046804        7016      0.0234   UGC_08418
PGC046809        4862     0.01622    NGC_5127
PGC046816        6424     0.02143   UGC_08417
PGC046819        6638     0.02214    NGC_5131
PGC046836        6886     0.02297    NGC_5129
PGC046844        7262     0.02422   UGC_08430
PGC046851        4987     0.01664   UGC_08426
PGC046855       11599     0.03869   UGC_08431
